"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"10301","tiered","Confusion Cascade","Gregg Fork Bechler River",-110.861012064,44.2972065010001,105,2,"World Waterfall Database",2014-01-14,130,NA
"10302","rapids","Appomattox River Falls","Appomattox River",-77.4203023159999,37.2318074290001,NA,NA,NA,NA,NA,NA
"10303",NA,"Unnamed Falls","unnamed tributary Big Creek",-109.5890118,44.5852066409432,NA,NA,NA,NA,NA,NA
"10304","rapids","Balcony Falls","James River",-79.44480296,37.6239074409125,NA,NA,NA,NA,NA,NA
"10305","cascade","Little Devils Stairs Falls","Keyser Run",-78.263302666,38.7488077090001,NA,NA,NA,NA,NA,NA
"10306","cascade","Barbours Creek Falls","Barbours Creek",-80.1192031589999,37.544807393,NA,NA,NA,NA,NA,NA
"10307",NA,"Cottonwood Falls","Cottonwood Creek",-105.244210497,42.312606741,NA,NA,NA,NA,NA,NA
"10308","tiered","Barnard Creek Falls","Barnard Creek",-80.442303204,36.681207203,NA,NA,NA,NA,NA,NA
"10309",NA,"Unnamed Falls","unnamed tributary Turret Creek",-109.648697335,44.605795883,NA,NA,NA,NA,NA,NA
"10310",NA,"Beaverdam Falls","Sweet Springs Creek",-80.2380032029999,37.669207413,NA,NA,NA,NA,NA,NA
"10311","rapids","Little Falls","Potomac River",-77.11869807,38.9338279209225,7,1,"World Waterfall Database",2014-01-14,7,NA
"10312","tiered","Benges Falls","Benges Brook",-82.625903872,36.9196071650001,NA,NA,NA,NA,NA,NA
"10313","tiered","Crazy Creek Falls","Crazy Creek",-109.774479756,44.9454029190001,NA,NA,"World Waterfall Database",2014-01-14,120,NA
"10314","tiered","Bent Mountain Falls","Camp Creek",-80.1802031509999,37.116807303,NA,NA,"World Waterfall Database",2014-01-14,280,NA
"10315","fan","Upper Fairy Falls","Fairy Creek",-110.870148547,44.5247065230001,20,1,"World Waterfall Database",2014-01-14,20,NA
"10316",NA,"Big Branch Falls","Big Branch",-82.69880388,36.7017071180001,NA,NA,NA,NA,NA,NA
"10317","tiered","Lower Dry Run Falls","Dry Run",-78.5312027269999,38.4027076290001,NA,NA,"World Waterfall Database",2014-01-14,175,NA
"10318","tiered","Big Creek Falls","Big Creek",-78.472702713,38.462307643,120,NA,"World Waterfall Database",2014-01-14,300,NA
"10319","tiered","Crecelius Cascade","unnamed tributary Eleanor Lake",-110.139211938,44.4681065830001,NA,2,"World Waterfall Database",2014-01-14,75,NA
"10320","tiered","Big Devils Stairs Falls",NA,-78.215902652,38.7577077130001,NA,NA,NA,NA,NA,NA
"10321",NA,"Upper Falls","Gros Ventre River",-110.255111789,43.4238064630001,NA,NA,"World Waterfall Database",2014-01-14,120,NA
"10322","block","Big Falls","Big Cedar Creek",-82.053303704,36.9622071970001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10323","block","Lower Little Stony Creek Falls","Little Stony Creek",-82.45850382,36.877807160906,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10324","rapids","Big Falls","New River",-80.606603288,37.2445073120001,NA,NA,NA,NA,NA,NA
"10325","tiered","Crystal Falls","Cascade Creek",-110.50161206,44.7166065760001,84,3,"World Waterfall Database",2014-01-14,129,NA
"10326","block","Big Rock Falls","Whitetop Laurel Creek",-81.748903593,36.634207142,6,1,"World Waterfall Database",2014-01-14,6,NA
"10327",NA,"Marlbrook Creek Falls","Marlbrook Creek",-79.2605029169999,37.865407492,NA,NA,NA,NA,NA,NA
"10328","slide","Big Rock Falls","Mill Prong",-78.4239027,38.4953076520001,12,1,"World Waterfall Database",2014-01-14,12,NA
"10329","fan","Dashing Falls","unnamed tributary Firehole River",-110.837527469,44.4074360880001,25,1,"World Waterfall Database",2014-01-14,25,NA
"10330","tiered","Pristine Cascades","Ferris Fork Bechler River",-110.86471206,44.272506498,22,4,"World Waterfall Database",2014-01-14,68,NA
"10331","cascade","Upper Lewis Canyon Falls","Lewis River",-110.653612007,44.2258065120001,NA,NA,"World Waterfall Database",2014-01-14,80,NA
"10332","cascade","Sprouts Run Falls","Sprouts Run",-79.55980299,37.5642074180001,NA,NA,NA,NA,NA,NA
"10333","block","Upper Mist Cascade","Fall River",-110.804912026,44.1459064910001,10,1,"World Waterfall Database",2014-01-14,10,NA
"10334","tiered","Purgatory Falls","Acheron Creek",-110.979212084,44.2688064880001,65,2,"World Waterfall Database",2014-01-14,90,NA
"10335","tiered","Dawn Cascades","North Fork Mountain Ash Creek",-110.875666919,44.2143988020001,80,4,"World Waterfall Database",2014-01-14,255,NA
"10336","tiered","Meadow Creek Falls","Meadow Creek",-80.1276031579999,37.48470738,NA,NA,"World Waterfall Database",2014-01-14,250,NA
"10337","tiered","Sterdley Falls","tributary of Greasy Run",-78.280002673,38.7753077140001,NA,NA,"World Waterfall Database",2014-01-14,200,NA
"10338",NA,"Dead Indian Falls","Sunlight Creek",-109.39431183,44.785806682,NA,NA,NA,NA,NA,NA
"10339","tiered","Quadruple Cascades","Firehole River",-110.848412077,44.3891065110001,20,4,"World Waterfall Database",2014-01-14,65,NA
"10340","block","Middle Little Stony Creek Falls","Little Stony Creek",-82.462803821,36.8749071620001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10341","tiered","Big Tumbling Creek Falls","Big Tumbling Creek",-81.829803636,36.9322072000001,NA,NA,NA,NA,NA,NA
"10342","tiered","Upper Sweetwater Creek Falls","Sweetwater Creek",-109.751511876,44.59460663,360,NA,"World Waterfall Database",2014-01-14,720,NA
"10343","tiered","Stony Run Falls","Stony Run",-79.830703092,37.8866074740001,NA,NA,"World Waterfall Database",2014-01-14,50,NA
"10344","punchbowl","Deep Pool Falls","Boundary Creek",-111.038312104,44.3105064870001,15,1,"World Waterfall Database",2014-01-14,15,NA
"10345","tiered","Big Wilson Creek Falls","Big Wilson Creek",-81.483403514,36.6444071540001,NA,NA,"World Waterfall Database",2014-01-14,NA,NA
"10346","punchbowl","Upper Yellowstone Falls","Yellowstone River",-110.499812059,44.712806576,109,1,"World Waterfall Database",2014-01-14,109,NA
"10347","tiered","Quiver Cascade","Phillips Fork Bechler River",-110.886512069,44.298306499,90,8,"World Waterfall Database",2014-01-14,285,NA
"10348",NA,"Monkey Falls",NA,-82.5354038249999,36.605907105,NA,NA,NA,NA,NA,NA
"10349","horsetail","Straight Branch Falls","Straight Branch",-81.715503584,36.644707145,20,1,"World Waterfall Database",2014-01-14,20,NA
"10350","cascade","Devils Elbow Cascade","Endless Cascades Creek",-110.652328592,44.7117426350001,16,1,"World Waterfall Database",2014-01-14,16,NA
"10351","cascade","Blue Hole Falls","South Fork Moormans River",-78.763610828,38.1240649870001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10352","tiered","Valkyries, Fall of the","Valkyrie Creek",-110.410127384,44.7689371120001,NA,2,"World Waterfall Database",2014-01-14,15,NA
"10353","cascade","Ragged Falls","Ferris Fork Bechler River",-110.890166527,44.2885197780001,45,1,"World Waterfall Database",2014-01-14,45,NA
"10354","tiered","Moores Creek Falls","Moores Creek",-79.235692182,37.8859503410001,120,3,"World Waterfall Database",2014-01-14,250,NA
"10355","tiered","Blue Suck Falls",NA,-79.820703091,37.904507478,NA,3,"World Waterfall Database",2014-01-14,50,NA
"10356","segmented","Rainbow Falls","Fall River",-110.879512041,44.1417064830001,55,1,"World Waterfall Database",2014-01-14,55,NA
"10357","tiered","Verdant Falls","Shangri-La Creek",-111.006361939,44.246700807,NA,2,"World Waterfall Database",2014-01-14,15,NA
"10358","tiered","Tank Hollow Falls",NA,-82.154403733,36.9399071880001,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"10359","tiered","Mountain Falls","Fall Run",-78.4063027349999,39.1416077820001,50,NA,"World Waterfall Database",2014-01-14,100,NA
"10360","tiered","Bottom Creek Falls","Bottom Creek",-80.177103151,37.1256073050001,NA,NA,"World Waterfall Database",2014-01-14,200,NA
"10361","tiered","Double Grotto Falls","Otter Creek",-110.552833931,44.68677438,NA,2,"World Waterfall Database",2014-01-14,45,NA
"10362",NA,"Rampart Creek Falls","Rampart Creek",-109.739070831,44.29880991,NA,NA,NA,NA,NA,NA
"10363","tiered","Vest Falls","Shallow Creek",-110.27751202,44.7644066010001,NA,2,"World Waterfall Database",2014-01-14,150,NA
"10364",NA,"Timber Hollow Falls","Timber Hollow Creek",-78.397202696,38.5691076680001,NA,NA,NA,NA,NA,NA
"10365","tiered","Naked Creek Falls","Naked Creek",-78.461802711,38.491907649,NA,4,"World Waterfall Database",2014-01-14,NA,NA
"10366","block","Brumley Creek Falls","Little Brumley Creek",-82.02960369,36.8595071809058,18,1,"World Waterfall Database",2014-01-14,18,NA
"10367","tiered","Douglas Knob Falls","Littles Fork Bechler River",-110.854712065,44.3130065030001,18,2,"World Waterfall Database",2014-01-14,25,NA
"10368","tiered","Rapunzel Falls","Sorceress Creek",-110.088000476,44.3513873960001,NA,NA,"World Waterfall Database",2014-01-14,560,NA
"10369","slide","Virginia Cascade","Gibbon River",-110.647412091,44.712806562,60,1,"World Waterfall Database",2014-01-14,60,NA
"10370","rapids","Tower Falls","Russell Fork",-82.291503796,37.2814072520001,NA,NA,NA,NA,NA,NA
"10371","cascade","Natural Dam Falls","Bluestone River",-81.3117035019999,37.277807291,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10372","tiered","Buracker Hollow Falls",NA,-78.3966026969999,38.5840076710001,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"10373",NA,"Duck Creek Falls","Duck Creek",-105.408169093,42.0020402330001,NA,NA,NA,NA,NA,NA
"10374","tiered","Realm of the Dead Falls","Glade Creek",-110.392712044,44.75960659,35,3,"World Waterfall Database",2014-01-14,55,NA
"10375",NA,"Wagon Hound Falls","Wagon Hound Creek",-105.648710627,42.55870674,NA,NA,NA,NA,NA,NA
"10376","tiered","Tufa Falls","Hays Creek",-79.3764029559999,37.924407499,NA,3,"World Waterfall Database",2014-01-14,NA,NA
"10377","tiered","Nottoway Falls","Nottoway River",-78.148711334,37.0446571680001,NA,NA,NA,NA,NA,NA
"10378","cascade","Cabin Creek Falls","Cabin Creek",-82.039603689,36.7771071600001,NA,NA,NA,NA,NA,NA
"10379","tiered","Duet Falls","Virginia Creek",-110.626612083,44.6970065630001,16,2,"World Waterfall Database",2014-01-14,28,NA
"10380","horsetail","Recherch? Falls","Jolie Creek",-110.101912006,44.8993066300001,75,1,"World Waterfall Database",2014-01-14,75,NA
"10381","tiered","Wahhi Falls","Ferris Fork Bechler River",-110.877314802,44.27517385,28,2,"World Waterfall Database",2014-01-14,46,NA
"10382","slide","Red Rock Cascade","Big Spring Creek",-110.487908391,44.7199334900001,NA,NA,"World Waterfall Database",2014-01-14,260,NA
"10383","tiered","Overall Run Falls","Overall Run",-78.294202678,38.782707714,92,2,"World Waterfall Database",2014-01-14,122,NA
"10384","block","Upper Cascades","Little Stony Creek",-80.574303286,37.3726073400001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10385","plunge","Weeping Falls","Ouzel Creek",-110.975027468,44.2341296130001,20,1,"World Waterfall Database",2014-01-14,20,NA
"10386","plunge","Cascades","Little Stony Creek",-80.5749032859999,37.3679073390001,66,1,"World Waterfall Database",2014-01-14,66,NA
"10387","tiered","Panther Falls","Pedlar River",-79.2899029169999,37.719007461,9,2,"World Waterfall Database",2014-01-14,14,NA
"10388",NA,"Ribbon Cascade",NA,-110.750617316,43.775202065,NA,NA,"World Waterfall Database",2014-01-14,400,NA
"10389","plunge","Dunanda Falls","Boundary Creek",-111.024448532,44.248187268,150,1,"World Waterfall Database",2014-01-14,150,NA
"10390","plunge","Upper Little Stony Creek Falls","Little Stony Creek",-82.4620038199999,36.8708071620001,28,1,"World Waterfall Database",2014-01-14,28,NA
"10391",NA,"West Dell Falls",NA,-110.316511787,43.3312064470001,NA,NA,"World Waterfall Database",2014-01-14,80,NA
"10392","tiered","Cascades Creek Falls","Cascades Creek",-79.8787266689999,37.9633804430001,NA,NA,NA,NA,NA,NA
"10393","plunge","Early Morning Falls","North Fork Mountain Ash Creek",-110.8782401,44.1977795609429,15,1,"World Waterfall Database",2014-01-14,15,NA
"10394","tiered","Riverwalk Falls","unnamed tributary North Fork Ash Mountain Creek",-110.872112051,44.211706491,NA,2,"World Waterfall Database",2014-01-14,40,NA
"10395","cascade","White Angel Falls","Fall River",-110.970412064,44.1627064780001,15,1,"World Waterfall Database",2014-01-14,15,NA
"10396",NA,"Waterfall Branch Falls","Waterfall Branch",-78.156802636,38.7929077220001,NA,NA,NA,NA,NA,NA
"10397","rapids","Pimmit Run Falls","Pimmit Run",-77.117402322,38.9286077890001,10,1,"World Waterfall Database",2014-01-14,10,NA
"10398",NA,"East Fork Falls","East Fork Turret Creek",-109.695444809,44.6020951780001,NA,NA,NA,NA,NA,NA
"10399","horsetail","White Branch Falls","White Branch",-83.369404077,36.6905070880001,40,1,"World Waterfall Database",2014-01-14,40,NA
"10400","plunge","White Creek Falls","White Creek",-110.79271209,44.5307065310001,6,1,"World Waterfall Database",2014-01-14,6,NA
"10401","tiered","Cedar Falls","Wolf Run",-78.541800455,38.3952655840001,75,2,"World Waterfall Database",2014-01-14,125,NA
"10402","tiered","Piney Falls","Piney River",-78.288494626,38.7269144210001,NA,3,"World Waterfall Database",2014-01-14,25,NA
"10403","tiered","Rocky Top Falls","unnamed tributary Polecat Creek",-110.707557261,44.2033872920001,200,1,"World Waterfall Database",2014-01-14,230,NA
"10404",NA,"East Fork Falls",NA,-107.218761873,44.662557571,NA,NA,NA,NA,NA,NA
"10405","rapids","White Falls","South River",-80.147503125,36.837907246,NA,NA,NA,NA,NA,NA
"10406","tiered","Whortleberry Falls","Sheridan Creek",-110.511074433,44.2693741320001,NA,2,"World Waterfall Database",2014-01-14,40,NA
"10407","tiered","Cedar Run Falls","Cedar Run",-78.367102685,38.5422076630001,35,3,"World Waterfall Database",2014-01-14,NA,NA
"10408","cascade","Plum Creek Falls","Plum Creek",-81.549403561,37.080407241,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10409","fan","Rustic Falls","Glen Creek",-110.724112147,44.934506578,47,1,"World Waterfall Database",2014-01-14,47,NA
"10410","plunge","Elves, Fall of the","Glade Creek",-110.401512047,44.76840659,17,1,"World Waterfall Database",2014-01-14,17,NA
"10411","tiered","White Rock Falls","White Rock Creek",-79.0547028569999,37.9025075070001,25,2,"World Waterfall Database",2014-01-14,45,NA
"10412","tiered","Wild Rose Falls","Unnamed Creek",-110.194736562,44.8360845990001,40,3,"World Waterfall Database",2014-01-14,70,NA
"10413","tiered","Savage Creek Cascades","Savage Creek",-110.790912027,44.172406494,70,9,"World Waterfall Database",2014-01-14,280,NA
"10414",NA,"Pocosin Hollow Falls",NA,-78.470202709,38.412407633,NA,NA,NA,NA,NA,NA
"10415","tiered","Whiteoak Canyon Falls","Whiteoak Run",-78.3640026849999,38.563807668,86,8,"World Waterfall Database",2014-01-14,349,NA
"10416","tiered","Elysian Falls","Magpie Creek",-110.685122818,44.66091959,NA,3,"World Waterfall Database",2014-01-14,115,NA
"10417","tiered","Climbing Rose Falls",NA,-78.373402686,38.5202076590001,35,NA,"World Waterfall Database",2014-01-14,150,NA
"10418","horsetail","Wilderness Falls",NA,-110.758611977,43.9162064710001,250,1,"World Waterfall Database",2014-01-14,250,NA
"10419","tiered","Sentinel Falls","Sentinel Creek",-110.91071212,44.560406523,NA,NA,"World Waterfall Database",2014-01-14,150,NA
"10420","tiered","Pond Ridge Branch Falls","Pond Ridge Branch",-78.753702779,38.141407567,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10421",NA,"Whitesides Run Falls","Whitesides Run",-79.2760667109999,37.850829726,NA,NA,NA,NA,NA,NA
"10422","plunge","Emerald Pool Falls","Ouzel Creek",-110.963860768,44.2722872840001,15,1,"World Waterfall Database",2014-01-14,15,NA
"10423","segmented","Serendipity Falls","Little Paradise Creek",-110.700875572,44.203571895,30,1,"World Waterfall Database",2014-01-14,30,NA
"10424",NA,"Wilson Creek Falls","Wilson Creek",-109.662711852,44.570406636,200,1,"World Waterfall Database",2014-01-14,200,NA
"10425","cascade","Comers Creek Falls","Comers Creek",-81.473803516,36.7140071690001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10426","fan","Possum Holler Falls","Garrett Creek",-82.0833037,36.757107154,25,1,"World Waterfall Database",2014-01-14,25,NA
"10427","plunge","Shell Falls","Shell Creek",-107.613745099,44.5865157010001,75,1,"World Waterfall Database",2014-01-14,75,NA
"10428","plunge","Enchantress Falls","Beauty Creek",-110.017612004,44.9919066470001,90,1,"World Waterfall Database",2014-01-14,90,NA
"10429","tiered","Wigwam Falls","Wigwam Creek",-79.185802891,37.8124074840001,NA,NA,"World Waterfall Database",2014-01-14,120,NA
"10430","tiered","Wohelo Falls","Middle Piney Creek",-110.6040466,42.59099055094,NA,2,"World Waterfall Database",2014-01-14,NA,NA
"10431",NA,"Compton Hollow Falls",NA,-78.325202686,38.7689077110001,NA,NA,NA,NA,NA,NA
"10432","tiered","Powerhouse Falls","Peach Bottom Creek",-81.127203407,36.631607166,NA,NA,"World Waterfall Database",2014-01-14,35,NA
"10433",NA,"Shoal Falls","Shoal Creek",-110.349144333,43.340625953,NA,NA,"World Waterfall Database",2014-01-14,160,NA
"10434","cascade","Endless Cascades","Endless Cascades Creek",-110.648812089,44.705306561,150,1,"World Waterfall Database",2014-01-14,150,NA
"10435","cascade","Windy Run Falls","Windy Run",-77.094102313,38.905607785,30,1,"World Waterfall Database",2014-01-14,30,NA
"10436","cascade","Woodland Falls","Shangri-La Creek",-111.005103338,44.252150671,18,1,"World Waterfall Database",2014-01-14,18,NA
"10437","tiered","Cove Creek Cascades","Cove Creek",-82.7116038899999,36.8102071390001,NA,NA,NA,NA,NA,NA
"10438","tiered","Purgatory Falls","Purgatory Brook",-80.265603175,37.0811072920001,50,2,"World Waterfall Database",2014-01-14,75,NA
"10439","tiered","Shoshoko Falls","Taggart Creek",-110.802512,43.7081064509423,NA,2,"World Waterfall Database",2014-01-14,240,NA
"10440","punchbowl","Enduring Falls","Buffalo Creek",-110.308312062,44.9650066180001,18,1,"World Waterfall Database",2014-01-14,18,NA
"10441","tiered","Wynnes Falls","Dan River",-80.436803203,36.6854072040001,NA,2,"World Waterfall Database",2014-01-14,35,NA
"10442","slide","Wraith Falls","Lupine Creek",-110.622170375,44.93694393,100,1,"World Waterfall Database",2014-01-14,100,NA
"10443",NA,"Crab Orchard Falls","Crab Orchard Branch",-82.435403815,36.914007172,NA,NA,"World Waterfall Database",2014-01-14,25,NA
"10444","cascade","Sidedoor Cascade","unnamed tributary West Fork Iron Spring Creek",-110.857834769,44.446299713,80,1,"World Waterfall Database",2014-01-14,80,NA
"10445","tiered","Ethereal Falls","Aviator Creek",-110.871412066,44.2999065000001,NA,4,"World Waterfall Database",2014-01-14,200,NA
"10446","tiered","Acheron Falls","Acheron Creek",-110.999112082,44.2316064820001,27,2,"World Waterfall Database",2014-01-14,52,NA
"10447","tiered","Xanadu Falls","Sulphur Creek",-110.424530476,44.760772306,100,2,"World Waterfall Database",2014-01-14,150,NA
"10448","tiered","Crabtree Falls","Crabtree Creek",-79.075502859,37.8441074940001,400,NA,"World Waterfall Database",2014-01-14,1080,NA
"10449","rapids","Rappahannock River Falls","Rappahannock River",-77.4757250759999,38.321157149,NA,NA,NA,NA,NA,NA
"10450","tiered","Silver Cord Cascade","Surface Creek",-110.44981205,44.7261065810001,NA,4,"World Waterfall Database",2014-01-14,1200,NA
"10451","punchbowl","Fairies Falls","Amethyst Creek",-110.254612036,44.8839066150001,32,1,"World Waterfall Database",2014-01-14,32,NA
"10452","cascade","Albright Falls","unnamed tributary Bechler River",-110.903012069,44.278506495,NA,NA,"World Waterfall Database",2014-01-14,260,NA
"10453","tiered","Riprap Run Falls","Riprap Run",-78.79290279,38.1714075709169,NA,NA,NA,NA,NA,NA
"10454","punchbowl","Crocketts Falls","Cove Creek",-81.076203413,36.9870072410001,NA,1,"World Waterfall Database",2014-01-14,NA,NA
"10455","cascade","Silver Scarf Falls","Silver Scarf Creek",-111.020912089,44.246906482,250,1,"World Waterfall Database",2014-01-14,250,NA
"10456","tiered","Roaring Run Falls","Roaring Run",-79.9001031029999,37.7100074350001,NA,NA,"World Waterfall Database",2014-01-14,60,NA
"10457","plunge","Alfheim Falls","unnamed tributar Glade Creek",-110.402412048,44.76950659,30,1,"World Waterfall Database",2014-01-14,30,NA
"10458","horsetail","Fairy Falls","Fairy Creek",-110.870143182,44.525179752,197,1,"World Waterfall Database",2014-01-14,197,NA
"10459","cascade","Siren Falls","Proposition Creek",-110.85741204,44.166106488,20,1,"World Waterfall Database",2014-01-14,20,NA
"10460","tiered","Rose River Falls","Rose River",-78.408702697,38.5316076600001,65,2,"World Waterfall Database",2014-01-14,87,NA
"10461","tiered","Cypress Falls","Sheep Creek",-79.335402936,37.798807475,NA,NA,NA,NA,NA,NA
"10462",NA,"Fall Creek Falls","Fall Creek",-109.650272696,44.068056691,NA,NA,"World Waterfall Database",2014-01-14,280,NA
"10463","segmented","Amazon Falls","Amazon Creek",-110.339069936,44.784292373,60,1,"World Waterfall Database",2014-01-14,60,NA
"10464","block","Saint Marys Falls","Saint Marys River",-79.107002874,37.9295075110001,15,1,"World Waterfall Database",2014-01-14,15,NA
"10465","cascade","Slide Cascade","unnamed tributary Gibbon River",-110.781674625,44.711473121,20,1,"World Waterfall Database",2014-01-14,20,NA
"10466",NA,"Fall Creek Falls","Fall Creek",-109.725411878,44.6438066380001,NA,NA,"World Waterfall Database",2014-01-14,680,NA
"10467","tiered","Angled Falls","Magpie Creek",-110.684412089,44.661206554,17,2,"World Waterfall Database",2014-01-14,25,NA
"10468","tiered","Fern Cascades","Iron Spring Creek",-110.843212086,44.447206518,70,3,"World Waterfall Database",2014-01-14,100,NA
"10469","segmented","Scotts Run Falls","Scotts Run",-77.202902351,38.9676077930001,12,1,"World Waterfall Database",2014-01-14,12,NA
"10470","cascade","Slide Creek Falls","Slide Creek",-109.808611671,43.2888064860001,NA,NA,"World Waterfall Database",2014-01-14,440,NA
"10471","tiered","Ferry Lake Falls","Lake Fork Lake Creek",-109.965999159,43.942545169,NA,NA,"World Waterfall Database",2014-01-14,320,NA
"10472","tiered","Dark Hollow Falls","Hogcamp Branch",-78.423402701,38.5187076560001,76,3,"World Waterfall Database",2014-01-14,145,NA
"10473","tiered","Shamokin Falls",NA,-78.932902821,37.9361075190001,NA,NA,NA,NA,NA,NA
"10474","tiered","Anniversary Falls","Unnamed tributary Yellowstone River",-110.410212082,44.9512066080001,197,2,"World Waterfall Database",2014-01-14,227,NA
"10475",NA,"Smith River Falls","Waterfall Branch",-80.3395031759999,36.724207215,NA,NA,NA,NA,NA,NA
"10476","cascade","Slippery Rock Cascade","Endless Cascades Creek",-110.64931209,44.7077065620001,40,1,"World Waterfall Database",2014-01-14,40,NA
"10477","tiered","South River Falls","South River",-78.5004027159999,38.3794076250001,NA,2,"World Waterfall Database",2014-01-14,83,NA
"10478",NA,"Davis Mill Creek Falls","Davis Mill Creek",-79.247002906,37.746807468,NA,NA,"World Waterfall Database",2014-01-14,100,NA
"10479","plunge","Sluiceway Falls","Ferris Fork Bechler River",-110.878927048,44.278849031,10,1,"World Waterfall Database",2014-01-14,10,NA
"10480","tiered","Dead Run Falls","Dead Run",-77.173402342,38.966107794,NA,NA,NA,NA,NA,NA
"10481","horsetail","Apron Falls","Garnet Creek",-110.474612099,44.968206604,39,1,"World Waterfall Database",2014-01-14,39,NA
"10482","tiered","Sojourner Falls","Amazon Creek",-110.341469529,44.785462925,NA,2,"World Waterfall Database",2014-01-14,50,NA
"10483","tiered","Bannock Falls","meltwater Middle Teton Glacier",-110.767398535,43.7200762360001,NA,NA,"World Waterfall Database",2014-01-14,200,NA
"10484",NA,"Two Hundred and Fivemile Rapids",NA,-113.342243226,36.0051573470001,NA,NA,NA,NA,NA,NA
"10485",NA,"Whitmore Rapids",NA,-113.200497365,36.1455433020001,NA,NA,NA,NA,NA,NA
"10486",NA,"Black Falls",NA,-111.270712433,35.564173946,NA,NA,NA,NA,NA,NA
"10487",NA,"Triplet Falls",NA,-108.9492951,40.604691745,NA,NA,NA,NA,NA,NA
"10488",NA,"Timberline Falls",NA,-105.664531929,40.284873245,NA,NA,NA,NA,NA,NA
"10489",NA,"Silver Falls",NA,-106.44921359,37.421955698,NA,NA,NA,NA,NA,NA
"10490",NA,"Ishi Pishi Falls",NA,-123.498662296,41.3831629050001,NA,NA,NA,NA,NA,NA
"10491",NA,"Burnt Ranch Falls",NA,-123.477798156,40.826130291,NA,NA,NA,NA,NA,NA
"10492",NA,"Young Falls",NA,-121.317213177,41.0426696920001,NA,NA,NA,NA,NA,NA
"10493",NA,"Tufa Falls",NA,-118.598154165,36.443825588,NA,NA,NA,NA,NA,NA
"10494",NA,"The Punch Bowl",NA,-119.052894156,34.4633319540001,NA,NA,NA,NA,NA,NA
"10495",NA,"Rambiker Falls",NA,-115.08820386,47.019371144,NA,NA,NA,NA,NA,NA
"10496",NA,"Salmon Falls",NA,-114.999009429,45.498531029,NA,NA,NA,NA,NA,NA
"10497","dam","Big Falls",NA,-111.122848127,47.568945388,NA,NA,NA,NA,NA,NA
"10498","dam","Rainbow Falls",NA,-111.2056833,47.5331953809394,NA,NA,NA,NA,NA,NA
"10499",NA,"Lower Falls",NA,-115.681588724,48.9355184240001,NA,NA,NA,NA,NA,NA
"10500","dam","Twenty Six Foot Drop",NA,-118.9035028,39.4846437609261,NA,NA,NA,NA,NA,NA
"10501","historical waterfall","Catfish Falls",NA,-104.688887782,35.0564508480001,NA,NA,NA,NA,NA,NA
"10502",NA,"Chamisa Vega Spring Falls",NA,-106.941168536,35.6762519160001,NA,NA,NA,NA,NA,NA
"10503",NA,"Folsom Falls",NA,-103.880929954,36.8727222750001,NA,NA,NA,NA,NA,NA
"10504",NA,"Rio Quemado Falls",NA,-105.652176377,35.9837794360001,NA,NA,NA,NA,NA,NA
"10505",NA,"Garcia Falls",NA,-107.452158374,33.492574361,NA,NA,NA,NA,NA,NA
"10506",NA,"Jemez Falls",NA,-106.6065488,35.8126655608956,NA,NA,NA,NA,NA,NA
"10507",NA,"Lower Frijoles Falls",NA,-106.2589254,35.7608658708951,NA,NA,NA,NA,NA,NA
"10508",NA,"Pecos Falls",NA,-105.558167852,35.936785435,NA,NA,NA,NA,NA,NA
"10509",NA,"Sitting Bull Falls",NA,-104.6973655,32.2432684908519,NA,NA,NA,NA,NA,NA
"10510",NA,"The Falls",NA,-108.4431395,35.2078147608891,NA,NA,NA,NA,NA,NA
"10511",NA,"Petrero Waterfall",NA,-106.205867939,36.406967966,NA,NA,NA,NA,NA,NA
"10512","dam","Nambe Falls",NA,-105.906419522,35.845588901,NA,NA,NA,NA,NA,NA
"10513",NA,"Upper Frijoles Falls",NA,-106.259758793,35.763365768,NA,NA,NA,NA,NA,NA
"10514",NA,"Moffett Falls",NA,-121.9739856,45.622067240943,NA,NA,NA,NA,NA,NA
"10515",NA,"Wizard Falls",NA,-121.6321465,44.5186946109431,NA,NA,NA,NA,NA,NA
"10516",NA,"Nenamusa Falls",NA,-123.5955512,45.2425604709432,NA,NA,NA,NA,NA,NA
"10517",NA,"The Horn",NA,-123.7887731,44.0655816509428,NA,NA,NA,NA,NA,NA
"10518",NA,"Cascade Falls",NA,-103.5636606,43.319407385,NA,NA,NA,NA,NA,NA
"10519",NA,"Dittmar Falls",NA,-98.064779,29.6532126908118,NA,NA,NA,NA,NA,NA
"10520","dam","Nine Mile Falls",NA,-117.544126703,47.7751733440001,NA,NA,NA,NA,NA,NA
"10521",NA,"Florence Falls",NA,-121.3912241,47.6101157209392,NA,NA,NA,NA,NA,NA
