anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,word
0,0,1,0,0,0,0,0,0,0,spit
1,0,0,0,0,0,0,0,1,0,spite
1,0,0,0,0,0,0,0,1,0,spiteful
0,0,0,0,1,0,1,0,0,1,splendid
0,0,0,0,0,0,0,0,1,0,split
0,0,0,0,0,1,0,0,1,0,splitting
0,0,0,0,0,0,0,0,1,0,spoke
0,0,0,0,0,0,0,1,0,0,spokesman
0,0,0,0,1,0,0,1,0,1,spouse
0,0,0,0,0,0,0,0,1,0,stale
0,0,0,0,0,0,0,0,1,0,staring
0,1,0,0,0,0,0,0,0,0,start
0,0,0,0,0,0,0,0,1,0,starved
0,0,0,0,0,0,0,0,1,0,starving
0,0,0,0,0,0,0,1,0,1,statement
0,0,0,0,0,0,0,0,0,1,status
1,0,0,1,0,1,0,0,1,0,steal
0,0,1,1,0,0,0,0,1,0,stealing
0,0,0,0,0,0,1,0,0,0,stealth
0,0,0,0,0,0,0,0,1,0,stiff
0,0,1,0,0,0,0,0,1,0,stink
0,0,1,0,0,0,0,0,1,0,stinking
0,0,0,0,0,0,0,0,1,0,stocks
0,0,1,0,0,0,0,0,0,0,stomach
0,0,0,0,0,0,0,0,1,0,stoned
0,1,0,0,0,0,0,0,0,1,store
1,0,0,0,0,0,0,0,1,0,strained
0,0,0,0,0,0,0,0,0,1,strategic
0,0,0,0,0,0,0,1,0,1,strength
0,0,0,0,0,0,0,0,0,1,strengthen
0,0,0,0,1,0,0,1,0,1,strengthening
0,0,0,0,0,0,0,0,1,0,stress
0,0,0,1,0,1,0,0,0,0,stretcher
0,0,0,0,0,1,0,0,1,0,strip
0,1,0,0,0,0,0,0,0,0,strive
0,0,0,1,0,1,0,0,1,0,stroke
0,0,0,0,0,0,0,0,0,1,strongly
1,0,0,1,0,1,0,0,1,0,struggle
0,0,0,0,0,0,0,0,0,1,stud
0,0,0,0,0,0,0,0,0,1,study
0,0,0,0,0,0,0,0,1,0,stumble
0,0,0,1,0,0,1,0,1,0,stunned
0,0,0,0,0,0,0,0,1,0,stupid
0,0,0,0,0,0,0,0,1,0,stupidity
0,1,0,0,0,0,0,0,0,0,submit
0,1,0,0,1,0,1,1,0,1,succeed
0,1,0,0,1,0,0,1,0,1,succeeding
0,1,0,0,1,0,0,0,0,1,success
0,1,0,0,1,0,0,1,0,1,successful
0,0,0,0,0,0,0,0,1,0,suck
1,0,0,0,0,0,0,0,1,0,sucker
0,0,0,0,0,0,1,0,0,0,sudden
0,0,0,0,0,0,1,0,0,0,suddenly
0,0,0,0,0,0,0,0,1,0,suffer
0,0,0,1,0,1,0,0,1,0,sufferer
0,0,1,1,0,1,0,0,1,0,suffering
0,0,0,0,0,0,0,0,0,1,sugar
0,0,0,0,0,0,0,1,0,0,suggest
1,0,1,1,0,1,0,0,1,0,suicidal
1,0,0,1,0,1,0,0,1,0,suicide
0,1,0,0,1,0,1,1,0,1,sun
0,0,1,1,0,1,0,0,1,0,sunk
0,1,0,0,1,0,1,0,0,1,sunny
0,1,0,0,0,0,0,0,0,1,sunset
0,0,0,0,1,0,0,0,0,1,sunshine
0,0,0,0,0,0,0,0,0,1,superb
0,0,0,0,0,0,0,0,0,1,superior
0,0,0,0,0,0,0,0,0,1,superiority
0,0,0,0,1,0,0,1,0,1,superstar
0,0,0,0,0,0,0,0,0,1,supported
0,0,0,0,1,0,0,1,0,1,supporter
0,0,0,0,0,0,0,1,0,1,supporting
1,0,0,1,0,1,0,0,1,0,suppress
1,1,0,1,1,0,1,1,1,1,supremacy
0,0,0,0,0,0,0,0,0,1,supreme
0,0,0,1,0,1,0,0,0,0,surgery
0,0,0,1,1,0,1,0,0,1,surprise
0,0,0,0,0,0,1,0,0,0,surprised
0,0,0,0,0,0,1,0,0,0,surprising
0,1,0,0,0,0,1,0,0,0,surprisingly
0,0,0,1,0,1,0,0,1,0,surrender
0,1,0,0,0,0,0,0,1,1,surround
0,0,0,0,0,0,0,0,0,1,survive
0,0,0,1,0,0,0,0,1,0,suspect
0,0,0,1,0,0,0,0,1,0,suspicion
1,1,0,0,0,0,0,0,1,0,suspicious
0,0,0,1,0,0,0,0,0,0,sweat
0,1,0,0,1,0,1,1,0,1,sweet
0,1,0,0,1,1,0,1,0,1,sweetheart
0,0,0,0,0,0,0,0,0,1,sweetie
0,0,0,0,0,0,0,0,0,1,sweetness
0,1,0,0,1,0,0,0,0,1,sweets
0,0,0,1,0,0,0,0,1,0,swelling
0,0,0,1,0,0,1,0,0,0,swerve
0,1,0,1,1,0,0,0,0,1,swim
0,0,0,0,0,0,0,0,1,0,swollen
0,0,0,1,1,1,0,1,0,1,sympathetic
0,0,0,0,0,1,0,0,0,1,sympathy
0,1,0,0,1,0,0,0,0,1,symphony
0,0,0,0,0,0,0,0,1,0,symptom
0,0,0,0,0,0,0,1,0,0,system
0,0,1,1,0,0,0,0,1,0,taboo
0,0,0,0,0,0,0,0,0,1,talent
0,0,0,0,0,0,0,0,0,1,talk
0,0,0,0,0,0,0,0,0,1,tasteful
0,0,1,0,0,0,0,0,1,0,tasteless
0,0,0,0,0,0,0,0,0,1,tasty
0,0,0,0,0,0,0,1,0,0,taught
0,0,0,0,0,1,0,0,1,0,tax
0,0,0,0,1,0,1,1,0,1,teach
0,0,0,0,0,0,0,1,0,1,teacher
0,0,0,0,0,0,0,1,0,0,team
1,1,0,0,0,1,0,0,1,0,tease
1,0,0,1,0,0,0,0,1,0,teasing
0,0,0,0,0,0,0,0,1,0,tedious
0,0,0,0,0,0,0,0,0,1,tenant
0,0,0,0,1,0,0,1,0,1,tender
1,0,0,0,0,0,0,0,0,0,tension
1,0,1,1,0,1,0,0,1,0,terrible
0,0,0,0,0,1,0,0,0,0,terribly
0,0,0,0,0,1,0,0,0,0,terrific
0,0,0,1,0,0,0,0,1,0,terror
1,0,1,1,0,1,0,0,1,0,terrorism
1,0,1,1,0,1,1,0,1,0,terrorist
0,1,0,0,0,0,0,1,0,0,testament
0,0,0,0,1,0,0,0,0,1,thankful
0,1,0,0,0,0,0,0,0,0,theology
0,1,0,0,0,0,0,1,0,0,theory
0,0,0,0,1,0,0,1,0,1,therapeutic
0,0,0,0,0,0,0,1,0,0,thermometer
1,0,1,1,0,1,1,0,1,0,thief
0,1,0,0,0,1,1,0,0,0,thirst
0,0,0,0,0,0,0,0,1,0,thirsty
0,1,0,0,0,0,0,0,0,0,thought
0,0,0,0,0,0,0,1,0,1,thoughtful
1,0,0,1,0,0,0,0,1,0,threat
1,1,0,1,0,0,0,0,1,0,threaten
1,0,1,1,0,0,0,0,1,0,threatening
0,0,1,0,0,0,0,1,0,1,thrift
0,1,0,1,1,0,1,0,0,1,thrill
0,1,0,0,1,0,1,0,0,1,thrilling
0,0,0,0,0,0,0,1,0,1,throne
1,0,1,1,0,0,0,0,1,0,thug
1,0,0,1,0,0,0,0,1,0,thundering
1,0,0,0,0,0,0,0,0,0,tighten
0,1,0,0,0,0,0,0,0,0,time
0,0,0,0,0,0,0,0,0,1,timely
0,0,0,1,0,1,0,0,1,0,timid
0,0,0,0,0,0,0,0,1,0,tired
0,0,0,0,0,0,0,0,1,0,tiredness
0,0,0,0,0,0,0,0,1,0,tiresome
0,0,0,0,0,0,0,0,1,0,tit
0,0,0,0,0,0,0,0,0,1,tolerant
0,0,0,0,0,1,0,0,0,0,tomb
0,1,0,0,0,0,0,0,0,0,tomorrow
0,0,0,1,0,0,0,0,1,0,toothache
0,1,0,0,0,0,0,1,0,1,top
1,1,1,1,0,1,0,0,1,0,torture
0,0,0,0,0,0,0,0,1,0,touched
1,0,0,0,0,1,0,0,1,0,touchy
0,0,0,0,0,1,0,0,1,0,tough
0,0,1,0,0,0,0,0,1,0,toxic
0,0,0,0,0,0,0,1,0,0,trade
0,0,0,0,0,0,0,0,0,1,traditional
0,0,0,1,0,1,0,0,1,0,tragedy
0,0,0,0,0,0,0,0,1,0,tragic
0,0,1,1,0,1,0,0,1,0,tramp
0,0,0,0,1,0,0,0,0,1,tranquil
0,0,0,0,0,0,0,1,0,0,transaction
0,0,0,0,0,0,0,1,0,0,transcript
0,0,1,0,0,0,0,0,1,0,trashy
1,0,0,1,0,1,0,0,1,0,traumatic
0,0,0,0,0,0,0,0,0,1,traveling
0,1,0,0,1,0,0,1,0,1,treasure
1,1,1,1,1,1,1,1,1,1,treat
0,0,0,1,0,0,0,0,1,0,trembling
0,0,0,0,0,0,1,0,1,0,trick
0,0,0,0,0,0,1,0,0,0,trip
1,0,0,0,0,1,0,0,1,0,tripping
0,1,0,0,1,0,0,0,0,1,triumph
0,1,0,0,1,0,0,1,0,1,triumphant
1,0,0,1,0,0,0,0,1,0,troublesome
0,0,0,0,0,0,0,1,0,0,trust
0,0,0,0,0,0,0,1,0,0,trustee
0,0,0,0,0,0,0,0,0,1,trusty
0,0,0,0,0,0,0,1,0,1,truth
0,0,0,0,0,0,0,1,0,0,truthful
0,0,0,0,0,0,0,0,1,0,tumble
0,0,0,1,0,0,0,0,1,0,tumor
0,0,0,1,0,1,0,0,1,0,tumour
1,0,0,1,0,1,0,0,1,0,turmoil
0,0,0,0,0,0,0,0,0,1,tutor
0,0,0,0,0,0,0,0,1,0,twitch
0,0,1,0,0,0,0,0,1,0,ugly
1,0,1,1,0,1,0,0,1,0,ulcer
0,1,0,0,0,1,0,0,0,0,ultimate
0,0,0,0,0,1,0,0,1,0,unable
0,0,0,0,0,1,0,0,1,0,unacceptable
0,0,1,0,0,1,0,0,1,0,unattractive
0,0,0,0,0,0,0,0,1,0,unaware
0,1,0,0,1,1,1,0,1,1,unbeaten
1,0,1,1,0,0,1,0,1,0,uncertain
0,0,0,0,0,0,0,0,1,0,uncomfortable
1,1,0,0,0,0,1,0,1,0,uncontrollable
0,1,0,1,0,0,0,0,1,0,undecided
0,0,0,0,0,0,0,1,0,1,understanding
0,0,0,0,0,0,0,0,1,0,undo
0,0,1,1,0,0,0,0,1,0,uneasy
0,0,0,1,0,1,0,0,1,0,unemployed
0,1,0,1,1,0,1,0,1,1,unexpected
1,0,1,0,0,1,0,0,1,0,unfair
0,0,0,0,0,1,0,0,1,0,unfortunate
1,0,1,0,0,0,0,0,1,0,ungrateful
1,0,1,0,0,1,0,0,1,0,unhappy
0,0,1,1,0,1,0,0,1,0,unhealthy
0,0,0,0,0,1,0,0,1,0,unimportant
0,0,0,0,0,0,0,0,1,0,unimpressed
0,0,0,0,0,0,1,0,0,1,unique
0,1,0,0,0,0,0,0,0,1,university
0,1,0,1,0,0,0,0,1,0,unknown
1,0,1,1,0,1,0,0,1,0,unlucky
0,0,1,0,0,1,0,0,1,0,unpleasant
0,0,0,0,0,0,0,0,1,0,unproductive
0,0,0,0,0,0,0,0,1,0,unprotected
0,0,0,1,0,0,0,0,1,0,unsafe
1,0,1,1,0,0,0,0,1,0,unsettled
0,0,0,0,0,1,0,0,1,0,unsuccessful
0,0,0,0,0,0,0,1,0,1,upright
1,0,0,0,0,1,0,0,1,0,upset
0,0,0,0,0,1,0,0,0,0,urn
0,0,0,0,0,0,0,0,1,0,useless
0,0,0,0,0,0,0,1,0,1,usual
0,1,0,0,1,0,0,0,0,1,vacation
0,0,0,0,0,0,0,0,1,0,vague
0,0,0,0,0,0,0,0,0,1,valuable
0,0,0,0,0,0,0,0,1,0,vanity
0,0,0,0,0,0,1,0,0,0,variable
0,1,0,1,0,0,0,0,1,0,verge
1,0,0,0,0,0,0,0,1,0,versus
0,0,0,1,0,0,0,0,1,0,vertigo
0,0,0,0,0,0,0,1,0,1,veteran
1,0,0,0,0,0,0,0,1,0,veto
1,0,1,0,0,0,0,0,1,0,vicious
1,0,0,1,0,1,0,0,1,0,victim
0,0,0,0,1,0,0,0,0,1,victor
0,0,0,0,1,0,0,0,0,1,victorious
0,1,0,0,1,0,0,1,0,1,victory
0,0,0,1,0,0,0,0,1,0,villain
1,0,0,1,0,1,1,0,1,0,violation
1,0,0,1,0,1,0,0,1,0,violence
1,0,1,1,0,0,1,0,1,0,violent
1,0,1,1,0,1,0,0,1,0,violently
0,0,0,0,0,0,0,1,0,1,virgin
0,1,0,0,0,0,0,0,0,1,virginity
0,0,0,0,0,0,0,1,0,1,virtue
0,0,0,0,0,0,0,0,0,1,visit
0,1,0,0,1,0,0,0,0,1,visitor
0,0,0,0,0,0,0,0,0,1,vital
0,0,0,0,1,0,0,0,0,1,vivid
0,0,1,0,0,0,0,0,0,0,vomit
0,0,0,0,0,0,0,0,1,0,vomiting
0,0,1,0,0,0,0,0,1,0,vulgar
0,0,0,1,0,1,0,0,1,0,vulnerability
0,0,1,1,0,0,0,0,1,0,vulture
0,0,0,0,1,0,0,0,0,1,wages
0,1,0,0,0,0,0,0,1,0,wait
0,0,0,0,0,1,0,0,1,0,wanting
0,0,0,1,0,0,0,0,1,0,war
1,0,0,1,0,1,0,0,1,0,warfare
0,1,0,1,0,0,1,1,1,0,warn
0,1,0,1,0,0,1,0,0,0,warned
0,0,0,1,0,0,0,0,0,0,warning
0,0,0,1,0,0,0,0,0,0,wary
0,1,0,1,0,0,0,0,0,0,watch
0,0,0,0,0,0,0,1,0,1,watchdog
0,0,0,0,0,0,0,0,1,0,weakened
0,0,0,0,0,0,0,0,1,0,weakness
0,0,0,0,1,0,0,1,0,1,wealth
0,0,0,0,0,0,0,1,1,0,wear
0,0,0,0,0,1,0,0,1,0,weary
0,0,0,0,0,1,0,0,1,0,weep
0,0,0,0,0,1,0,0,0,0,weeping
0,1,0,0,0,0,0,1,0,0,weigh
0,1,1,1,1,1,1,1,1,1,weight
0,0,1,0,0,0,0,0,1,0,weird
0,0,0,1,0,0,0,0,1,0,weirdo
0,0,0,0,1,0,0,0,0,1,welcomed
1,0,1,0,0,0,0,0,1,0,wench
0,0,1,0,0,1,0,0,1,0,whine
0,0,0,0,0,0,0,0,1,0,whisky
0,1,0,0,1,0,0,1,0,1,white
0,0,1,0,0,0,0,0,1,0,whore
0,0,0,1,0,0,0,0,1,0,wicked
0,0,0,0,0,0,0,0,0,1,widespread
0,0,0,0,0,1,0,0,0,0,widow
0,0,1,1,0,0,0,0,1,0,wimp
1,0,1,1,0,1,0,0,1,0,wimpy
0,1,0,0,1,0,1,0,0,1,winner
0,1,1,0,1,1,1,1,0,1,winning
0,1,0,0,1,0,0,0,0,1,winnings
0,0,0,0,0,0,0,1,0,1,wisdom
0,0,0,0,0,0,0,0,0,1,wise
1,0,1,1,0,0,0,0,1,0,witch
1,0,0,1,0,1,0,0,1,0,witchcraft
0,0,0,0,1,0,0,0,0,1,witty
0,0,1,1,0,1,0,0,1,0,woe
0,0,0,0,0,1,0,0,1,0,woeful
0,0,0,0,0,0,0,0,0,1,womb
0,0,0,0,1,0,1,1,0,1,wonderful
0,0,0,0,1,0,1,0,0,1,wonderfully
0,1,0,0,0,0,0,0,0,0,wont
0,0,0,0,0,0,0,1,0,1,word
1,0,0,0,0,0,0,0,1,0,words
0,0,0,0,0,0,0,0,0,1,working
0,0,0,0,0,1,0,0,1,0,worn
0,0,0,0,0,1,0,0,1,0,worried
0,1,0,1,0,1,0,0,1,0,worry
0,1,0,1,0,1,0,0,1,0,worrying
0,0,0,1,0,1,0,0,1,0,worse
0,0,1,0,0,1,0,0,1,0,worsening
0,1,0,1,1,0,0,1,0,1,worship
0,0,0,0,0,0,0,0,0,1,worth
1,0,1,0,0,1,0,0,1,0,worthless
1,0,0,1,0,1,0,0,1,0,wound
0,0,0,0,0,0,0,0,0,1,writer
0,0,0,0,0,0,0,0,1,0,wrong
1,0,0,1,0,1,0,0,1,0,wrongly
0,0,0,0,0,0,0,0,1,0,yawn
0,0,0,0,0,0,0,0,1,0,yawning
0,1,0,0,1,0,0,1,1,1,yearning
1,0,0,1,0,0,1,0,1,0,yell
0,0,0,0,0,0,0,0,1,0,yellows
0,1,0,0,1,0,1,0,0,1,young
0,0,0,0,0,0,0,0,0,1,younger
1,1,0,1,1,0,1,0,0,1,youth
