"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
3451,"WA","US","triangle",240,"Triangular object hovering in NW Sky Red/White lights. Then flew SE Slowely & Quietely with only 3 white lights.","nautical dawn",47.03787,-122.9007,"America/Los_Angeles",50302,29,1,"2000+"
3452,"FL","US","triangle",10,"UFO seen over Brooksville, Florida, with excellent picture of triangular object!","night",28.55554,-82.38991,"America/New_York",7854,62,12,"2000+"
3453,"TX","US","triangle",300,"4 triangular shapes flying single file in military precision","night",32.5007,-94.74049,"America/Chicago",82287,113,6,"2000+"
3454,"ON","CA","triangle",1200,"Triangular shaped object hovering above train tracks in Ontario","night",43.25011,-79.84963,"America/Toronto",519949,175,6,"1980-2000"
3455,"CA","US","triangle",15,"A bone chilling sense of REALITY","night",38.61047,-122.86916,"America/Los_Angeles",11742,32,6,"2000+"
3456,"ON","CA","triangle",20,"Indiglo coloured, triangle shaped craft that was visible for 30 seconds.","night",48.38202,-89.25018,"America/Toronto",107909,169,3,"1980-2000"
3457,"CA","US","triangle",120,"Three lights is the shape of an equilateral triangle. Lights consistently blinked at approximately 160-170 bpm. The object flew in a st","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,11,"2000+"
3458,"ENG","GB","triangle",30,"triangle over london","night",51.50853,-0.12574,"Europe/London",8961989,216,4,"2000+"
3459,"CA","US","triangle",180,"Three Silver Reflective Triangular Shaped Objects Over Lancaster CA Sky With Two Other UFO's","astronomical dawn",34.69804,-118.13674,"America/Los_Angeles",161103,719,3,"2000+"
3460,"TX","US","triangle",120,"Me and a friend had a teloscope out and were using my binos to spot a star to view.Somthing blocked out the star i was looking at,i low","civil dusk",30.67436,-96.36996,"America/Chicago",82118,114,7,"1960-1980"
3461,"FL","US","triangle",15,"100 ft within the Okaloosa-Walton County line located on Highway 98, seven miles from Eglin AFB. 0420 hours I witnessed a triangular sh","night",30.39353,-86.49578,"America/Chicago",13523,7,4,"2000+"
3462,"ENG","GB","triangle",180,"it was a large triangular object","nautical dusk",53.55838,-3.06999,"Europe/London",23329,395,7,"2000+"
3463,"CA","US","triangle",300,"I saw a large, triangluar shaped object with off-white lights at each corner slowing moving about 3-500ft high in the sky.","night",36.30078,-119.78291,"America/Los_Angeles",25647,70,6,"1980-2000"
3464,"FL","US","triangle",60,"Triangular craft silently glided right over my head when i was in the car","morning",27.33643,-82.53065,"America/New_York",55118,7,7,"2000+"
3465,"CA","US","triangle",600,"((HOAX??))  I was right under it when it pass over my head. 40ft. up.","night",33.73585,-118.29229,"America/Los_Angeles",78405,34,7,"1980-2000"
3466,"CA","US","triangle",60,"3 white lights travelling at different high speeds and one larger triangular slower object with spinning group of lights over PSP.","civil dusk",33.77974,-116.46529,"America/Los_Angeles",53826,100,11,"2000+"
3467,"WA","US","triangle",900,"Two objects which appeared to be very low and triangular with white light. They were spread apart and traveled from left to right. When","night",46.21125,-119.13723,"America/Los_Angeles",78896,124,11,"1980-2000"
3468,"CA","US","triangle",20,"Large black triangle 1 round light in each corner moving silently across evening sky.","night",33.66336,-116.31001,"America/Los_Angeles",40476,41,11,"2000+"
3469,"FL","US","triangle",5,"A friend of mine and me were camping on my roof we saw a green triangle shape thing  zip by. This was no meteor because it slowed down","astronomical dusk",25.79065,-80.13005,"America/New_York",92312,1,7,"1980-2000"
3470,"CA","US","triangle",120,"Red triangular lights in the sky moving eastbound in Southern California night sky.  ((NUFORC Note:  Witness is comm. pilot.  PD))","night",34.1064,-117.59311,"America/Los_Angeles",175236,368,7,"2000+"
3471,"CA","US","triangle",300,"Bright red light seen hovering over a hill in weed California","night",41.42265,-122.38613,"America/Los_Angeles",2556,1044,9,"2000+"
3472,"CA","US","triangle",60,"Triangular shaped object hovering above a house in Bellflower CA.","night",33.88168,-118.11701,"America/Los_Angeles",78441,22,2,"2000+"
3473,"NY","US","triangle",300,"Triangle craft flew right over me at 30mph - No Sound","afternoon",40.93788,-72.30092,"America/New_York",1756,13,7,"1980-2000"
3474,"FL","US","triangle",240,"Triangular shaped craft over Sewals point . Stuart, Fl","night",27.19755,-80.25283,"America/New_York",16462,3,4,"2000+"
3475,"WA","US","triangle",600,"Standing on my back porch to smoke a cig look up above to see a slow silent triangle and immidietly rushed friend to see it go by.","night",47.67591,-117.11821,"America/Los_Angeles",8906,632,12,"2000+"
3476,"WA","US","triangle",600,"Bright triangle hovers in sky.   ((anonymous report)) ((NUFORC Note:  Possible sighting of Venus.  PD))","night",47.25288,-122.44429,"America/Los_Angeles",207948,74,2,"2000+"
3477,"FL","US","triangle",300,"I was sitting on the balcony on a condo on the 17th floor at Tidewater Resort, Panama City Beach. I noticed a large object with neon or","astronomical dusk",30.17659,-85.80549,"America/Chicago",12624,3,9,"2000+"
3478,"CA","US","triangle",2400,"Very bright, star-like object making loopy or jerky motions.","night",33.76696,-118.18923,"America/Los_Angeles",474140,9,3,"2000+"
3479,"TX","US","triangle",600,"Aurora/U.F.O. sighting in San Antonio","morning",29.42412,-98.49363,"America/Chicago",1434625,198,7,"2000+"
3480,"FL","US","triangle",600,"Large triangular craft going east over the Atlantic Ocean.","morning",27.29393,-80.35033,"America/New_York",164603,5,7,"1960-1980"
3481,"ENG","GB","triangle",10,"a triangular object moving in a southeasterly direction","night",52.69045,-2.03085,"Europe/London",86121,46,10,"2000+"
3482,"TX","US","triangle",60,"the lights of the first craft turned back on and 2 more identically lighted aircraft zipped in on both sides of the lead aircraft ...,","afternoon",30.67436,-96.36996,"America/Chicago",82118,114,6,"1960-1980"
3483,"CA","US","triangle",120,"Trinagular object flying low, slowly across sky with alluminated outline.","night",37.9577,-121.29078,"America/Los_Angeles",305658,4,1,"2000+"
3484,"WA","US","triangle",1380,"Out of kitchen window.Facing west,bright blue,white,red,orange strobing slowly, triangle with small point at top, split to download sid","night",47.60621,-122.33207,"America/Los_Angeles",737015,56,11,"2000+"
3485,"NY","US","triangle",600,"I was standing in the back yard of my parents house when I noticed, coming from the north a triangular set of seven lights all white in","night",41.27093,-73.77763,"America/New_York",1781,150,3,"1980-2000"
3486,"CA","US","triangle",3,"Red triangle with four green circles seen by one person above Fresno, California.","astronomical dusk",36.74773,-119.77237,"America/Los_Angeles",520052,94,5,"2000+"
3487,"ENG","GB","triangle",30,"triangular shape of lights cross sky over English town","afternoon",55.2752,-2.2649,"Europe/London",0,189,8,"2000+"
3488,"TX","US","triangle",20,"V-shaped object in Del Rio Texas","nautical dusk",29.36273,-100.89676,"America/Chicago",36153,295,8,"1980-2000"
3489,"NY","US","triangle",30,"A very large slow moving triangle with bright strobes and no sound","astronomical dusk",42.79258,-73.68123,"America/New_York",2037,21,10,"2000+"
3490,"FL","US","triangle",420,"A Triangle sighting... Tampa Palms (North Tampa) Florida on Bruce B. Downs at Super Walmart.","night",28.15112,-82.46148,"America/New_York",19344,21,7,"2000+"
3491,"ENG","GB","triangle",300,"Black triangle captured in flyit","civil dusk",53.38297,-1.4659,"Europe/London",556500,147,5,"2000+"
3492,"FL","US","triangle",60,"Witnessed small craft which appeared to be an 4 seater plane on fire but it just went slowly by and vanished","astronomical dusk",28.06835,-80.56033,"America/New_York",3219,3,9,"2000+"
3493,"FL","US","triangle",5,"I was travelling north on Capital Circle and had just passed the federal prison when I noticed a slow moving light about 40 degrees up","night",30.43826,-84.28073,"America/New_York",189907,62,1,"2000+"
3494,"FL","US","triangle",900,"Triangular shaped craft with four bright lights over Cape Coral, FL.","night",26.56285,-81.94953,"America/New_York",175229,1,2,"2000+"
3495,"FL","US","triangle",172800,"Bright lights in sky.  Red blue maybe green.  Hoovering.  Another one further out.  I Never seen a star like this. ((anonymous report))","night",30.1127,-85.20047,"America/Chicago",1995,14,9,"2000+"
3496,"CA","US","triangle",420,"((NUFORC Note:  Witness provides no information about her apparent sighting.  PD))","night",34.50083,-117.18588,"America/Los_Angeles",72174,898,10,"2000+"
3497,"AU","AU","triangle",20,"Isosceles well defined white triangle - 20 sec.","night",-35.28346,149.12807,"Australia/Sydney",367752,1,1,"2000+"
3498,"TX","US","triangle",15,"Whitish Gray triangular object without lights flew silently above Highway 5 from North to South. The object was as big as a house.","night",33.10317,-96.67055,"America/Chicago",98143,201,11,"2000+"
3499,"CA","US","triangle",15,"Silent, triangular object with three dim, greyish lights","night",34.44361,-118.60953,"America/Los_Angeles",148456,310,11,"2000+"
3500,"CA","US","triangle",15,"3 huge Triangle objects headed from Yosemite to Fresno seen in Oakhurst CA","night",37.328,-119.64932,"America/Los_Angeles",2829,693,8,"2000+"
3501,"TX","US","triangle",180,"12 Silent Craft Over South Travis Co., TX","astronomical dusk",30.26715,-97.74306,"America/Chicago",931830,149,3,"2000+"
3502,"NY","US","triangle",120,"Airport radar confirms what I saw.    Please read my whole discription.","afternoon",42.65258,-73.75623,"America/New_York",98469,45,6,"1960-1980"
3503,"CA","US","triangle",3,"Triangular and extremely bright; disappeared in an instant; probably military craft due to two osprey which preceded it.","civil dusk",34.06862,-117.93895,"America/Los_Angeles",108484,117,12,"2000+"
3504,"TX","US","triangle",180,"Single triangle craft hovering close to Road Ranger gas station by Highway 77, then traveled southwest direction, at slow stead speed.","astronomical dusk",26.24869,-97.73388,"America/Chicago",3059,12,12,"2000+"
3505,"CA","US","triangle",6,"Triangle shaped object speeding over town at night.","night",37.6391,-120.99688,"America/Los_Angeles",211266,28,11,"2000+"
3506,"FL","US","triangle",600,"A Dozen Trianglar Bright Shapes at once","astronomical dusk",30.63241,-87.03969,"America/Chicago",9628,10,9,"2000+"
3507,"NY","US","triangle",600,"I was waiting for the Bx32 bus with my wife; I looked up at the sky and saw two small triangular-shaped craft flying two-three hundred","afternoon",40.71427,-74.00597,"America/New_York",8804190,10,5,"1980-2000"
3508,"TX","US","triangle",300,"Two triangular shaped craft accompanied by loud roaring sound seen traveling west to east.","night",32.72541,-97.32085,"America/Chicago",918915,199,9,"2000+"
3509,"NY","US","triangle",180,"Unbelievable star that turns into a UFO.","night",42.93173,-76.56605,"America/New_York",26985,209,10,"2000+"
3510,"CA","US","triangle",180,"3 lights form perfect acute triangle for huge craft moving slowly overhead","night",37.30216,-120.48297,"America/Los_Angeles",82436,52,7,"2000+"
3511,"CA","US","triangle",30,"Triangular craft with three white lights on corners of the object.","night",38.29714,-122.28553,"America/Los_Angeles",80434,6,11,"2000+"
3512,"FL","US","triangle",2700,"A triangle with bright white lights at each point and red flickering light in the middle. Lasted about 40min.","night",30.33218,-81.65565,"America/New_York",954614,5,3,"2000+"
3513,"TX","US","triangle",60,"Enormous triangular craft. No lights, no noise.","astronomical dusk",29.76328,-95.36327,"America/Chicago",2304580,12,8,"1980-2000"
3514,"ON","CA","triangle",7,"Medium grey colour triangle shaped objects","nautical dusk",46.49,-80.99001,"America/Toronto",157857,158,5,"2000+"
3515,"CA","US","triangle",240,"trianglar craft, blink, and amber lights","night",39.93682,-120.94647,"America/Los_Angeles",1728,1046,10,"2000+"
3516,"CA","US","triangle",360,"Three triagle craft fly near Beal Air Force Base and make sharp turns that normal planes could not do.","night",39.14573,-121.59135,"America/Los_Angeles",12216,19,7,"2000+"
3517,"CA","US","triangle",259200,"Triangular and two-light formations seen over the California Bay Area.","night",37.91576,-122.31164,"America/Los_Angeles",23549,21,1,"2000+"
3518,"AU","AU","triangle",8,"Triangular Aircraft Sighting","night",-34.92866,138.59863,"Australia/Adelaide",1387290,1,3,"2000+"
3519,"ENG","GB","triangle",40,"((HOAX??))  Long triangle object moves with speed upwards.","morning",53.32733,-3.09648,"Europe/London",29789,46,5,"2000+"
3520,"FL","US","triangle",15,"An unexpected triangular object with light flames surrounding it appeared near my balcony in Florida before heading out to sea.","nautical dawn",26.23786,-80.12477,"America/New_York",107762,4,4,"2000+"
3521,"ENG","GB","triangle",240,"Triangular Craft seen at the Magic Roundabout Intersection","astronomical dusk",51.92363,-2.09839,"Europe/London",0,46,10,"2000+"
3522,"TX","US","triangle",900,"UFO sighting near Laprada and 635 Garland Texas 7-13-2014 around 9 pm.","civil dusk",32.91262,-96.63888,"America/Chicago",236897,168,7,"2000+"
3523,"CA","US","triangle",86400,"I saw some bright lights shining through my window. I observed outside and saw three objects with blinking lights","night",32.79477,-116.96253,"America/Los_Angeles",103679,133,7,"2000+"
3524,"TX","US","triangle",20,"Triangle shaped object with white lights entered and exited atmosphere.","nautical dawn",33.15067,-96.82361,"America/Chicago",154407,212,6,"2000+"
3525,"WA","US","triangle",10,"I woke up around 11:45pm and noticed what I thought was a strobe light across the street, the lights collapsed into 6 large ovals that","night",47.91288,-122.09818,"America/Los_Angeles",9670,20,11,"2000+"
3526,"CA","US","triangle",600,"changing colors bright and fast blinking motion","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,2,"1980-2000"
3527,"ON","CA","triangle",30,"Triangular shaped object / lights over Parry Sound, Ontario. Sunday Sept 1, 2002","night",45.34732,-80.03527,"America/Toronto",6321,195,9,"2000+"
3528,"FL","US","triangle",600,"Triangle shaped Craft.","morning",28.80055,-81.27312,"America/New_York",58111,9,7,"2000+"
3529,"CA","US","triangle",15,"Saw a large triangle shaped craft moving slowly along beach.","astronomical dusk",32.71571,-117.16472,"America/Los_Angeles",1394928,20,8,"2000+"
3530,"CA","US","triangle",20,"Two large Triangle shaped objects that flew over San Francisco Bay Area near Mt. Davidson","night",37.77493,-122.41942,"America/Los_Angeles",864816,16,12,"2000+"
3531,"WA","US","triangle",240,"Object made no noise, was very jittery, when turning it did not bank.  Also had red light on top and bottom along with 4-5 white lights","astronomical dusk",47.31764,-119.55365,"America/Los_Angeles",8047,389,5,"2000+"
3532,"FL","US","triangle",60,"Delta wing shaped craft approx 60-70' in diameter/tip to tip hovered @ 11:00 for about 1 min. No sound. six round depression on undersi","nautical dusk",30.33218,-81.65565,"America/New_York",954614,5,3,"1980-2000"
3533,"FL","US","triangle",3,"April 4, 2008, 10:14 pm, triangular formation of white lights forming one solid object over night sky in Gainesville, FL.","night",29.65163,-82.32483,"America/New_York",141085,54,4,"2000+"
3534,"FL","US","triangle",120,"well i was over a friends house i was 15 years old. i have a telescope and we were looking at the moon it was a clear night and fule mo","night",28.89998,-82.37454,"America/New_York",9054,17,9,"1980-2000"
3535,"CA","US","triangle",120,"Near 10:30pm, silent, triangular UFO, deep orange lights, white beam, flies slow about 10,000 ft; disappeared by vertical ascent.","night",33.66946,-117.82311,"America/Los_Angeles",256927,17,7,"2000+"
3536,"TX","US","triangle",30,"slow silent lighted silver triangle pre-dawn northwest Austin going south to north at steady rate of speed","astronomical dawn",30.26715,-97.74306,"America/Chicago",931830,149,9,"2000+"
3537,"CA","US","triangle",8,"Three white lights in the shape of a triangle during the spacex launch.  ((NUFORC Note:  Separate rocket engines?  PD))","nautical dusk",33.75918,-118.00673,"America/Los_Angeles",92114,12,12,"2000+"
3538,"NY","US","triangle",10,"7-4-2010  Auburn NY  Triange Stars 10 to 15 sec. looked like stars","night",42.93173,-76.56605,"America/New_York",26985,209,7,"2000+"
3539,"CA","US","triangle",60,"trianguler craft seen with bright yellowish lights on the corners.50 ft. long or so!","night",39.21906,-121.06106,"America/Los_Angeles",12944,735,1,"2000+"
3540,"CA","US","triangle",172800,"white triangular shaped object appeared suddenly below an aircraft then hyperjumped into space","morning",35.05247,-118.17396,"America/Los_Angeles",4238,842,9,"2000+"
3541,"FL","US","triangle",180,"2 Silent, Motionless objects over causeway to Miami Beach","afternoon",25.79065,-80.13005,"America/New_York",92312,1,2,"2000+"
3542,"TX","US","triangle",7,"Silent, wide and barely visible boomerang shaped object flying west over leander at 2am","night",30.5052,-97.82029,"America/Chicago",65945,276,9,"2000+"
3543,"CA","US","triangle",6,"This is the third time Ive seen this object except this time had 3 white static lights other times 5 warm white","night",37.49466,-120.84659,"America/Los_Angeles",72292,31,10,"2000+"
3544,"CA","US","triangle",10,"They flew silently, straight, and very quick.","night",32.71571,-117.16472,"America/Los_Angeles",1394928,20,11,"2000+"
3545,"FL","US","triangle",7,"Very large V shape with lights, haze, silent,moving east extremely fast.","night",29.58497,-81.20784,"America/New_York",82893,1,11,"2000+"
3546,"CA","US","triangle",300,"Objects form triangle shape over street in Anaheim","night",33.83529,-117.9145,"America/Los_Angeles",350742,48,7,"2000+"
3547,"CA","US","triangle",5,"I SAW A TRIANGLER  OBJECT OR CRAFT IN THE SKY, FLYING TOWARDS THE BIG DIPPER.","night",37.54827,-121.98857,"America/Los_Angeles",232206,17,4,"2000+"
3548,"ENG","GB","triangle",60,"Black triangle 1996 Essex England","afternoon",51.78967,1.15597,"Europe/London",50548,189,3,"1980-2000"
3549,"FL","US","triangle",600,"White lights in a triangle shape, shut off, erratic blinking colored lights appeared as it slowly moved from south to north for about 1","astronomical dusk",28.6,-81.33924,"America/New_York",29943,28,4,"2000+"
3550,"WA","US","triangle",1200,"Huge triangle ship, with two smaller ships.","afternoon",47.2343,-119.85255,"America/Los_Angeles",7365,397,5,"2000+"
3551,"CA","US","triangle",20,"Three star-like lights moving in the sky.","night",33.49364,-117.14836,"America/Los_Angeles",110003,310,3,"2000+"
3552,"WA","US","triangle",2,"Transparent triangle over Kent Washington","night",47.38093,-122.23484,"America/Los_Angeles",126952,13,5,"2000+"
3553,"TX","US","triangle",30,"Triangular blueish lights seen over El Paso, TX.","night",31.75872,-106.48693,"America/Denver",681124,1133,5,"2000+"
3554,"WA","US","triangle",3,"From in between scatterings of clouds,. a  small shape,..triangle,.dark,. no lights..went silently in between the foothalls of air,","night",47.44846,-122.29217,"America/Los_Angeles",28215,80,5,"2000+"
3555,"WA","US","triangle",15,"Black Triangle  no sound  unbelievable speed.","night",46.21125,-119.13723,"America/Los_Angeles",78896,124,8,"2000+"
3556,"BC","CA","triangle",15,"2 crafts, triangle shape, with green and red lights on edges and flickering lights in between/along bottom.","astronomical dawn",49.14399,-122.9068,"America/Vancouver",101668,40,11,"2000+"
3557,"CA","US","triangle",900,"Red, and White flashing lights flying over Pico Rivera, Ca","night",33.98307,-118.09673,"America/Los_Angeles",64218,50,11,"2000+"
3558,"CA","US","triangle",10,"Un-lit, fast moving, low altitude triangular craft seen visually and with thermal imaging camera.","night",33.15809,-117.35059,"America/Los_Angeles",114746,16,11,"2000+"
3559,"WA","US","triangle",3,"Delta-winged craft with no noise streaks over skylight.","morning",47.85538,-121.97096,"America/Los_Angeles",18090,22,9,"2000+"
3560,"TX","US","triangle",10,"Triangular object might have been new Stealth technology.  But who's?","night",32.73596,-96.27526,"America/Chicago",16981,155,7,"2000+"
3561,"BC","CA","triangle",120,"Triangular UFO witnessed over Kelowna B.C.","night",49.88307,-119.48568,"America/Vancouver",142146,503,8,"2000+"
3562,"CA","US","triangle",300,"Discovered UFOs in my Photos","morning",34.26945,-118.78148,"America/Los_Angeles",126788,234,3,"2000+"
3563,"CA","US","triangle",120,"Triangular shaped craft with 3 red lights and smaller blue lights.","night",33.55391,-117.21392,"America/Los_Angeles",109830,334,3,"2000+"
3564,"WA","US","triangle",180,"triangle ufo with red lights on each end, round edges, carnival ride noise","civil dusk",46.21125,-119.13723,"America/Los_Angeles",78896,124,7,"2000+"
3565,"WA","US","triangle",25,"Triangular light formation","astronomical dusk",48.11815,-123.43074,"America/Los_Angeles",19448,22,7,"2000+"
3566,"CA","US","triangle",1200,"Lights tracing up the Owen's valley","night",37.16493,-118.28955,"America/Los_Angeles",1756,1216,11,"2000+"
3567,"TX","US","triangle",30,"Just a fairly quick fly by from some craft Ive never seen before.","night",32.44874,-99.73314,"America/Chicago",125182,524,8,"2000+"
3568,"FL","US","triangle",120,"Two craft in two minutes flying north over Tampa bay but my phone too dark to record","night",27.53115,-82.73343,"America/New_York",1669,0,2,"2000+"
3569,"CA","US","triangle",20,"Triangular craft hovering over highway","night",38.24936,-122.03997,"America/Los_Angeles",112970,4,11,"2000+"
3570,"CA","US","triangle",6,"Triangle of lights speeding accross the sky from Oakland, CA","night",37.80437,-122.2708,"America/Los_Angeles",419267,13,4,"2000+"
3571,"WA","US","triangle",10,"The object was black, triangular and had some protrusions on the back (fat end of the triangle) that may have been tail fins like on a","morning",47.61038,-122.20068,"America/Los_Angeles",139820,26,9,"1980-2000"
3572,"FL","US","triangle",3,"Large, silent, triangles in Jacksonville, FL","night",30.33218,-81.65565,"America/New_York",954614,5,3,"2000+"
3573,"FL","US","triangle",5,"Fadeing star triangle craft","astronomical dawn",28.98888,-80.90228,"America/New_York",21566,1,9,"2000+"
3574,"CA","US","triangle",259200,"4 Triangle UFO's Over San Diego, CA on April 8, 2010","civil dusk",32.71571,-117.16472,"America/Los_Angeles",1394928,20,4,"2000+"
3575,"NY","US","triangle",20,"Black triangle with six lights.","astronomical dusk",43.01839,-78.6967,"America/New_York",24914,181,7,"2000+"
3576,"CA","US","triangle",300,"Similar sighting to the I-5 UFO phenomenon on NUFORC - probable crop duster","night",36.13968,-120.36015,"America/Los_Angeles",16564,205,7,"2000+"
3577,"NY","US","triangle",120,"Unknown slow mvoing silent triangular object spotted in non-military area.","astronomical dusk",42.12201,-77.94806,"America/New_York",4533,461,7,"2000+"
3578,"CA","US","triangle",60,"8 bright yellow red and orange triangular objects.  One was blinking, then they disappeared.","night",34.13362,-117.90756,"America/Los_Angeles",49690,186,1,"2000+"
3579,"ENG","GB","triangle",600,"I was walking across an open park area, when I noticed a strange light in the sky. The light was very bright, and far too big to be a s","night",52.25,-0.88333,"Europe/London",245899,94,8,"1980-2000"
3580,"NY","US","triangle",600,"My wife and I were driving home to Jamestown NY where we lived at the time from her parents in NJ traveling west on Route 17, she was d","night",42.21757,-78.27529,"America/New_York",1529,456,7,"1980-2000"
3581,"WA","US","triangle",7,"((HOAX??))  1 ship above bose elementary 3 lights on the ends.","night",47.25288,-122.44429,"America/Los_Angeles",207948,74,5,"2000+"
3582,"WA","US","triangle",90,"7 lights 1 amber at the point the remaining 6 were red with 3 down each side.It was huge and silent.It passed by extremely low in the v","night",48.93905,-119.43562,"America/Los_Angeles",1677,286,11,"1980-2000"
3583,"CA","US","triangle",45,"I was walking east on Palm Avenue and a triangle shaped object appeared low flying towards me flying west.

It was moving very slow a","afternoon",32.58394,-117.11308,"America/Los_Angeles",27408,6,9,"2000+"
3584,"CA","US","triangle",1200,"Triangle shaped objects seen flying in Northern California.","astronomical dusk",38.61713,-121.32828,"America/Los_Angeles",61762,37,5,"2000+"
3585,"TX","US","triangle",30,"Large Triangle over Austin Texas 1979","night",30.26715,-97.74306,"America/Chicago",931830,149,11,"1960-1980"
3586,"WA","US","triangle",420,"Nov. 16,2005 Place: Centralia Washington- 4/10ths mile West of I-5 Hwy on Cooks Hill Road & Scammon Creek Road  It was about 21:00 hrs","night",46.71621,-122.9543,"America/Los_Angeles",16753,57,11,"2000+"
3587,"ON","CA","triangle",240,"I noticed a light floating above the water where the Toronto island airport is about a week before this sighting . What happened two da","night",43.70011,-79.4163,"America/Toronto",2600000,169,8,"2000+"
3588,"CA","US","triangle",9,"Extremely fast moving triangular craft with white spheres observed over Huntington Beach.  ((NUFORC Note:  Pilot report.  PD))","night",33.6603,-117.99923,"America/Los_Angeles",201899,12,5,"2000+"
3589,"CA","US","triangle",600,"3 triangular shaped ufos over an empty field in Riverside, CA with beams of light searching the field; no noise, no wind, not copters","afternoon",33.95335,-117.39616,"America/Los_Angeles",322424,252,7,"1960-1980"
3590,"TX","US","triangle",120,"3 red lights moving slowly and making a humming sound.","morning",33.16262,-96.93751,"America/Chicago",38341,166,1,"2000+"
3591,"FL","US","triangle",120,"WHO IS UP THERE?","night",25.8576,-80.27811,"America/New_York",237069,2,12,"2000+"
3592,"TX","US","triangle",180,"3 green lights triangle Alvord, Texas.","astronomical dusk",33.35845,-97.69475,"America/Chicago",1403,268,10,"2000+"
3593,"FL","US","triangle",60,"Solid Light Grey Boomerang Object Traveling Slower than A Plane 10/17/20 1:38 AM","night",27.94752,-82.45843,"America/New_York",384959,1,10,"2000+"
3594,"TX","US","triangle",1800,"I saw a dark object that at times had a triangular appearance.  No noise was detected and there were no lights at all.","afternoon",32.72541,-97.32085,"America/Chicago",918915,199,1,"2000+"
3595,"ENG","GB","triangle",10,"It was very simular to the one on your sight which was seen in Kirkland.

  It was a clear night with plenty of stars about, and i wa","night",52.62783,1.29834,"Europe/London",143135,189,9,"1980-2000"
3596,"ON","CA","triangle",2,"Not Just 3 glowing lights","night",42.98339,-81.23304,"America/Toronto",346765,209,8,"2000+"
3597,"NY","US","triangle",60,"My friend and I were driving  back home to NYC on interstate 87  when I noticed what I thought was an airplane hovering in the sky. How","night",42.65258,-73.75623,"America/New_York",98469,45,12,"2000+"
3598,"CA","US","triangle",600,"Triangle over I-5 near San Clemente and bright hovering light.","astronomical dusk",33.42697,-117.61199,"America/Los_Angeles",65526,71,4,"2000+"
3599,"WA","US","triangle",60,"At approximately 0200, I was traveling home when I notice what looked like the light from a plane. It fell behind the trees and a momen","astronomical dawn",47.54037,-122.63625,"America/Los_Angeles",13607,22,5,"2000+"
3600,"FL","US","triangle",10,"Large gray triangular aircraft following florida air gaurd jet.","morning",30.33218,-81.65565,"America/New_York",954614,5,1,"2000+"
3601,"FL","US","triangle",720,"5 UFO's in broad daylight sighting.","afternoon",27.96585,-82.8001,"America/New_York",113003,9,2,"2000+"
3602,"CA","US","triangle",120,"While on the roof of a 10 story building, looking north/east, I saw what appeared to be a trangle object flying very slow, then increas","civil dusk",36.74773,-119.77237,"America/Los_Angeles",520052,94,7,"1980-2000"
3603,"CA","US","triangle",2700,"Loud booms n weird tangle.","nautical dusk",33.95335,-117.39616,"America/Los_Angeles",322424,252,7,"2000+"
3604,"CA","US","triangle",40,"Silent, gliding boomerang with no lights","night",34.05223,-118.24368,"America/Los_Angeles",3898747,89,3,"1980-2000"
3605,"ON","CA","triangle",2100,"I saw a trangular black shaped object, that I thought was a stelf bommer plane moving over a house just above my car.  I lost time.","night",44.30012,-78.31623,"America/Toronto",81032,195,5,"2000+"
3606,"ON","CA","triangle",360,"Large triangle craft and Two bright orange craft over Newmarket , Canada","night",44.05011,-79.46631,"America/Toronto",84224,178,8,"2000+"
3607,"ENG","GB","triangle",60,"Flying object seen overhead travelling faster than the speed of sound","night",52.48142,-1.89983,"Europe/London",1144919,114,3,"1980-2000"
3608,"TX","US","triangle",40,"2 crafts stopped then 2 more appeared 2-3 seconds after then went together and spreaded out in to a diamond formation then took off.","night",31.46377,-100.43704,"America/Chicago",100450,562,3,"2000+"
3609,"WA","US","triangle",300,"5 orange lights in a perfectly still triangle shoots of in different directions like a comet.","nautical dusk",46.23958,-119.10057,"America/Los_Angeles",69451,118,10,"2000+"
3610,"FL","US","triangle",1200,"Triangular craft seen going into outer space over Kennedy Space Center.","night",28.32055,-80.60922,"America/New_York",11595,0,7,"2000+"
3611,"WA","US","triangle",30,"3 bright lights in triangular formation over the southern skies of Mukilteo.","civil dusk",47.94454,-122.30458,"America/Los_Angeles",21226,32,7,"2000+"
3612,"CA","US","triangle",300,"I saw a triangular, see through object","morning",33.83529,-117.9145,"America/Los_Angeles",350742,48,6,"2000+"
3613,"FL","US","triangle",5,"3 triangular shaped crafts, dark, silent, no lights, very fast, in formation","night",26.14234,-81.79596,"America/New_York",21512,1,10,"2000+"
3614,"TX","US","triangle",180,"I was evacuating from the hurricane Rita down the conterflow of I45 highway.  I had been driving several hours and decided to jump the","night",30.31188,-95.45605,"America/Chicago",68602,67,9,"2000+"
3615,"WA","US","triangle",45,"Low hovering craft","night",47.10399,-122.43457,"America/Los_Angeles",27227,116,8,"2000+"
3616,"NY","US","triangle",172800,"On September 23, 2020 approximately 10:30 PM we were standing outside looking south when we see a UFO flying a very slow speed headin","night",40.81538,-73.11233,"America/New_York",19082,34,9,"2000+"
3617,"TX","US","triangle",30,"Spotted, showed for a few seconds and disappeared into the clouds.","morning",30.07994,-95.41716,"America/Chicago",54298,37,7,"2000+"
