"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"Not Spam","0","1",1,"1",2012-03-09 14:19:16,0,0,0,"no",0,0,0,26.753,536,"HTML","1",0,"0",14,"big"
"Not Spam","0","1",1,"0",2012-03-09 11:52:04,0,0,0,"no",0,0,0,2.912,47,"Text","1",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-03-09 16:32:23,0,0,0,"no",0,0,0,5.319,68,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-09 16:42:27,0,0,0,"no",0,0,0,33.127,780,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-09 16:44:52,0,0,0,"no",0,0,0,25.599,642,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-09 22:05:18,0,0,0,"no",0,0,13,2.271,62,"HTML","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-03-09 22:05:47,0,0,0,"no",0,0,2,1.08,48,"HTML","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-03-09 17:18:59,0,0,0,"no",0,0,0,25.036,634,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-09 22:30:34,0,0,0,"no",0,0,0,20.354,424,"HTML","0",0,"0",15,"big"
"Not Spam","0","1",0,"0",2012-03-09 23:45:56,0,0,6,"no",0,0,0,8.533,276,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",3,"1",2012-03-09 16:03:36,0,0,0,"no",0,0,0,5.773,168,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-03-09 16:15:21,0,0,0,"no",0,0,0,21.422,534,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"1",2012-03-09 16:16:02,0,0,0,"no",0,0,0,0.264,7,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-03-10 02:46:45,0,0,8,"no",0,0,0,9.189,312,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-10 10:01:56,0,0,18,"no",1,0,0,22.075,422,"HTML","0",0,"0",24,"small"
"Not Spam","0","1",0,"0",2012-03-10 10:08:10,0,0,0,"no",0,0,0,5.527,109,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-03-10 09:03:43,0,0,0,"no",0,0,0,1.169,21,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-10 11:43:01,0,0,4,"no",0,0,0,10.858,173,"HTML","0",1,"0",14,"small"
"Not Spam","0","1",0,"0",2012-03-10 17:40:06,0,0,0,"no",0,0,0,10.215,183,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-10 20:32:48,0,0,0,"no",0,0,0,9.085,180,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-03-10 12:41:50,0,0,0,"no",0,0,0,4.887,112,"HTML","0",0,"0",1,"big"
"Not Spam","0","1",0,"0",2012-03-10 20:48:33,0,0,0,"no",0,0,0,9.071,176,"HTML","0",0,"0",0,"big"
"Not Spam","1","1",0,"1",2012-03-10 17:32:16,0,0,0,"no",0,0,0,1.645,36,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-11 00:34:19,0,0,1,"no",0,0,0,2.06,18,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-10 19:53:18,0,0,0,"no",0,0,0,1.533,37,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-11 09:02:32,0,0,16,"no",1,0,0,18.643,363,"HTML","0",0,"0",18,"small"
"Not Spam","0","1",0,"0",2012-03-11 08:01:04,0,0,0,"no",0,0,0,3.76,92,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-11 12:35:07,0,0,0,"no",0,0,0,0.62,16,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-11 10:11:15,0,0,0,"no",0,0,0,4.878,125,"HTML","1",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-03-11 14:59:48,0,0,0,"no",0,0,0,8.893,176,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"1",2012-03-11 10:13:20,0,0,0,"no",0,0,0,7.401,251,"HTML","0",0,"0",4,"big"
"Not Spam","0","1",0,"0",2012-03-11 09:05:17,0,0,0,"no",0,0,0,10.023,170,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-03-11 13:56:18,0,0,0,"no",0,0,0,10.508,234,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-03-11 18:41:45,0,0,0,"no",0,0,0,0.556,30,"HTML","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-03-11 13:31:55,0,0,0,"no",0,0,0,8.457,142,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-11 22:12:30,0,0,0,"no",0,0,0,24.567,626,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-12 00:17:10,0,0,0,"no",0,0,0,24.346,619,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-11 21:20:00,0,0,0,"no",0,0,0,4.25,49,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 06:11:41,0,0,1,"no",0,0,0,2.065,18,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 06:36:49,0,0,0,"no",0,0,2,3.981,94,"HTML","0",1,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-12 09:00:28,0,0,6,"no",1,0,0,15.574,313,"HTML","0",0,"0",14,"small"
"Not Spam","0","1",0,"0",2012-03-12 11:00:55,0,0,8,"no",1,0,0,8.78,199,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"1",2012-03-12 07:05:08,0,0,0,"no",0,0,0,0.166,9,"Text","0",0,"0",2,"none"
"Not Spam","1","1",0,"0",2012-03-12 07:07:31,0,0,0,"no",0,0,0,4.904,57,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 08:06:08,0,0,0,"no",0,0,0,13.504,295,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-03-12 08:38:56,0,0,0,"no",0,0,0,0.055,4,"Text","1",0,"0",0,"none"
"Not Spam","0","1",0,"1",2012-03-12 08:39:56,0,0,0,"no",0,0,0,0.025,5,"Text","0",1,"0",1,"none"
"Not Spam","1","1",0,"0",2012-03-12 08:42:54,0,0,0,"no",0,0,0,1.01,24,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 08:53:06,0,0,0,"no",0,0,0,24.431,624,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",25,"0",2012-03-12 08:54:36,0,0,0,"no",0,0,0,17.062,513,"HTML","0",0,"0",19,"big"
"Not Spam","0","1",0,"0",2012-03-12 09:44:36,0,0,0,"no",0,0,0,25.327,637,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",1,"0",2012-03-12 13:45:07,0,0,0,"no",0,0,0,7.049,145,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-12 09:47:17,0,0,0,"no",0,0,0,24.551,625,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-12 09:52:59,0,0,0,"no",0,0,0,25.213,636,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-12 10:28:13,0,0,0,"no",0,0,0,26.609,663,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-12 10:57:56,0,1,0,"no",0,0,0,1.897,50,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 10:35:04,0,0,0,"no",0,0,0,4.058,82,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-12 15:07:03,0,0,0,"no",0,0,0,4.418,89,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-08 15:00:02,0,1,0,"no",0,0,0,0.849,41,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 11:10:06,0,0,0,"no",0,0,0,6.676,126,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-12 11:07:17,0,0,0,"no",0,0,0,7.486,178,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-03-12 15:17:10,0,0,0,"no",0,0,0,5.653,139,"HTML","0",0,"0",5,"big"
"Not Spam","0","1",1,"0",2012-03-12 08:40:46,0,0,0,"no",0,0,0,2.199,64,"Text","1",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-03-12 11:47:53,0,0,0,"no",0,0,0,16.776,329,"HTML","1",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-12 16:08:00,0,0,1,"no",0,0,0,2.083,18,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 09:11:41,0,0,0,"no",0,0,0,9.613,193,"HTML","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-12 17:14:18,0,0,8,"no",0,0,0,9.207,312,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-03-12 12:24:51,0,0,0,"no",0,0,0,6.098,228,"HTML","0",0,"0",3,"big"
"Not Spam","0","1",2,"0",2012-03-12 18:22:38,0,1,0,"no",0,0,0,35.32,690,"HTML","0",0,"0",15,"big"
"Not Spam","0","1",0,"0",2012-03-12 13:26:27,0,0,0,"no",0,0,0,8.675,167,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-12 13:38:43,0,0,0,"no",0,0,0,1.998,48,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-03-12 14:54:44,0,0,0,"no",0,0,0,12.327,464,"HTML","1",0,"0",8,"big"
"Not Spam","0","1",0,"0",2012-03-12 15:59:29,0,0,0,"no",0,0,0,27.19,670,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-12 15:59:00,0,0,2,"no",0,0,0,30.289,635,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",1,"0",2012-03-12 16:26:44,0,0,0,"no",0,0,0,23.704,467,"HTML","1",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-12 20:41:13,0,0,0,"no",0,0,0,18.503,343,"HTML","0",0,"0",4,"small"
"Not Spam","0","1",2,"0",2012-03-12 14:28:40,0,0,3,"no",0,0,0,10.469,249,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 17:46:32,0,0,0,"no",0,0,0,2.281,52,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-12 23:42:59,0,0,0,"no",0,0,0,1.552,17,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 19:43:07,0,0,16,"no",0,0,0,11.423,175,"HTML","0",1,"0",12,"small"
"Not Spam","1","1",0,"1",2012-03-12 19:57:51,1,1,0,"no",0,0,0,1.204,28,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",2,"0",2012-03-12 17:31:34,0,0,4,"no",0,0,0,8.466,216,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 20:46:23,0,0,0,"no",0,0,3,1.111,30,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-03-13 02:41:27,0,0,0,"no",0,0,0,0.83,17,"Text","0",0,"0",0,"big"
"Not Spam","0","1",8,"0",2012-03-12 22:57:50,0,0,4,"no",0,0,0,9.5,250,"Text","1",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-03-12 23:09:55,0,0,4,"no",0,0,0,10.634,286,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-12 22:43:30,0,0,0,"no",0,0,4,5.276,62,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-13 09:11:48,0,0,24,"no",1,0,0,21.644,420,"HTML","0",0,"0",22,"small"
"Not Spam","0","1",0,"0",2012-03-13 05:11:01,0,0,0,"no",0,0,0,26.704,664,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-13 05:51:19,0,0,0,"no",0,0,0,27.094,669,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-13 07:48:52,0,0,1,"no",0,0,0,13.783,464,"HTML","0",0,"0",19,"big"
"Not Spam","0","1",0,"0",2012-03-13 05:05:17,0,0,4,"no",0,0,0,38.023,385,"HTML","0",1,"0",49,"small"
"Not Spam","0","1",0,"1",2012-03-13 08:06:16,0,0,0,"no",0,0,0,0.238,10,"Text","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-03-13 12:23:12,0,0,4,"no",1,0,0,8.674,199,"HTML","0",0,"0",6,"big"
"Not Spam","0","1",0,"0",2012-03-13 12:28:48,0,0,0,"no",0,0,0,0.83,17,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-13 08:58:10,0,0,9,"no",0,0,0,16.686,174,"HTML","0",0,"0",8,"small"
"Not Spam","0","1",0,"0",2012-03-13 08:29:50,0,0,0,"no",0,0,0,2.472,60,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-13 08:33:56,0,0,4,"no",0,0,0,10.825,276,"Text","1",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-13 13:49:14,1,1,0,"no",0,0,0,5.362,107,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-03-13 08:39:31,0,0,0,"no",0,0,0,2.792,75,"Text","1",0,"0",1,"small"
"Not Spam","0","1",1,"0",2012-03-13 08:47:19,0,0,0,"no",0,0,0,2.794,68,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-13 06:00:05,0,0,0,"no",0,0,0,4.618,107,"HTML","0",0,"0",1,"big"
"Not Spam","1","1",1,"0",2012-03-13 16:49:16,0,0,0,"no",0,0,0,3.331,87,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-13 12:52:42,0,0,2,"no",0,0,0,7.783,134,"HTML","0",1,"0",10,"small"
"Not Spam","0","1",0,"1",2012-03-06 09:42:33,0,0,18,"no",0,0,0,23.359,447,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-08 14:12:07,0,0,4,"no",0,0,0,0.973,27,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-03-08 16:49:02,0,0,8,"no",0,0,0,7.361,175,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-03-09 12:05:40,0,0,0,"no",0,0,0,0.292,13,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-09 12:11:06,0,0,0,"no",0,0,0,5.198,113,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-09 12:35:23,0,0,0,"no",0,0,0,4.955,87,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-03-09 11:48:26,0,0,34,"yes",0,0,0,33.574,663,"HTML","1",0,"0",8,"small"
"Not Spam","0","1",0,"1",2012-03-12 15:47:53,0,0,40,"yes",0,0,0,40.649,887,"HTML","1",0,"0",18,"small"
"Not Spam","0","1",0,"1",2012-03-13 06:00:19,0,0,40,"yes",0,0,0,42.572,941,"HTML","1",0,"0",18,"small"
"Not Spam","0","1",0,"1",2012-03-13 06:03:08,0,0,40,"yes",0,0,0,44.952,995,"HTML","1",0,"0",18,"small"
"Not Spam","0","1",0,"0",2012-03-13 14:43:26,0,0,0,"no",0,0,0,1.545,35,"HTML","0",0,"0",2,"none"
"Not Spam","0","1",2,"0",2012-03-13 16:06:40,0,0,0,"no",0,0,0,3.179,71,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-13 16:44:06,0,0,2,"no",0,0,0,6.143,113,"HTML","0",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-03-13 21:15:34,0,0,2,"no",0,0,0,8.964,176,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-03-13 22:36:55,0,1,0,"no",0,0,0,20.723,244,"HTML","0",0,"0",10,"small"
"Not Spam","0","1",0,"1",2012-03-13 15:47:50,0,0,26,"no",0,0,0,32.984,656,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-13 23:35:14,0,0,1,"no",0,0,0,2.05,18,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-13 20:48:27,0,0,2,"no",0,0,0,17.348,209,"HTML","0",1,"0",16,"small"
"Not Spam","0","1",0,"0",2012-03-13 22:27:40,0,0,2,"no",0,0,0,18.215,217,"HTML","0",1,"0",16,"small"
"Not Spam","0","1",0,"0",2012-03-14 05:16:51,0,0,0,"no",0,0,0,0.867,17,"Text","0",0,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-14 02:11:24,0,0,0,"no",0,0,0,1.268,32,"Text","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-03-14 03:55:05,0,0,0,"no",0,0,0,2.761,43,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 08:01:03,0,0,0,"no",0,0,0,12.126,334,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 08:11:33,0,0,0,"no",0,0,0,0.74,17,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 08:19:28,0,0,0,"no",0,0,0,0.986,17,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-14 09:10:22,0,0,16,"no",1,0,0,21.949,420,"HTML","0",0,"0",22,"small"
"Not Spam","0","1",0,"0",2012-03-14 02:14:01,0,0,0,"no",0,0,0,14.899,328,"HTML","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-03-14 08:25:42,0,1,0,"no",0,0,0,0.037,3,"Text","0",0,"0",0,"none"
"Not Spam","1","1",0,"0",2012-03-14 12:56:18,0,0,0,"no",0,0,0,5.965,202,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"1",2012-03-14 08:59:25,0,0,6,"no",0,0,0,44.838,1310,"HTML","0",0,"0",38,"big"
"Not Spam","0","1",0,"0",2012-03-14 07:33:49,0,0,0,"no",0,0,0,21.031,282,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-14 07:34:23,0,0,44,"yes",0,0,0,53.365,1360,"HTML","1",0,"0",20,"small"
"Not Spam","0","1",1,"0",2012-03-14 15:02:52,0,0,0,"no",0,0,0,0.982,31,"Text","1",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 15:43:48,0,0,0,"no",0,0,0,0.849,17,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-14 08:44:34,0,0,0,"no",0,0,0,2.112,53,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-14 15:47:21,0,0,0,"no",0,0,0,4.465,90,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-14 11:32:42,1,2,0,"no",0,0,0,36.335,470,"Text","0",0,"0",1,"big"
"Not Spam","0","1",2,"1",2012-03-14 08:53:52,0,0,0,"no",0,0,0,1.575,41,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-03-14 11:51:11,0,0,1,"no",0,0,0,3.693,45,"Text","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-03-14 12:02:07,0,1,0,"no",0,0,0,6.398,160,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",2,"0",2012-03-14 12:17:13,0,0,0,"no",0,0,0,2.904,69,"HTML","1",0,"0",2,"small"
"Not Spam","1","1",0,"1",2012-03-14 09:25:43,0,0,0,"no",0,0,0,0.53,17,"Text","0",0,"0",1,"none"
"Not Spam","0","1",0,"0",2012-03-14 12:36:00,0,0,2,"no",0,0,0,8.773,136,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",1,"1",2012-03-14 09:42:31,0,0,0,"no",0,0,0,1.634,45,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",1,"1",2012-03-14 10:07:20,0,0,0,"no",0,0,0,2.973,89,"Text","1",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-14 18:15:56,0,0,0,"no",0,0,0,0.803,18,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-14 12:08:27,0,0,0,"no",0,0,0,1.169,35,"HTML","1",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-14 15:10:48,0,0,8,"no",0,0,0,9.978,257,"HTML","1",0,"0",4,"small"
"Not Spam","0","1",0,"1",2012-03-14 15:12:43,0,0,8,"no",0,0,0,10.62,281,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-14 15:03:37,0,0,0,"no",0,0,0,25.706,645,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-03-14 12:39:49,0,0,0,"no",0,0,0,0.475,13,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-03-14 15:58:44,0,0,0,"no",0,0,0,28.174,688,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-03-14 16:08:27,0,0,0,"no",0,0,0,0.464,13,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-14 16:10:42,0,0,0,"no",0,0,0,25.994,650,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-14 16:10:42,0,0,0,"no",0,0,0,1.36,28,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 16:10:42,0,0,0,"no",0,0,0,6.313,148,"Text","0",0,"0",2,"none"
"Not Spam","0","1",0,"0",2012-03-14 16:10:42,0,0,0,"no",0,0,1,3.063,58,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-14 20:33:14,0,0,0,"no",0,0,0,0.911,17,"Text","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-03-14 16:50:17,0,0,0,"no",0,0,0,0.734,24,"Text","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-14 17:33:08,0,0,4,"no",0,0,0,2.246,66,"Text","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-14 19:16:11,0,0,0,"no",0,0,0,31.039,741,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"1",2012-03-14 18:33:34,0,0,0,"no",0,0,0,2.745,72,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-14 18:33:34,0,0,0,"no",0,0,0,13.908,259,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-15 00:39:31,0,0,2,"no",0,0,0,10.271,154,"HTML","0",1,"0",8,"small"
"Not Spam","0","1",0,"0",2012-03-15 04:50:20,0,0,0,"no",0,0,0,0.884,17,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"1",2012-03-14 23:07:18,0,0,0,"no",0,0,0,1.008,22,"HTML","0",0,"0",0,"none"
"Not Spam","0","1",0,"0",2012-03-15 07:21:34,0,0,0,"no",0,0,0,3.872,79,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-15 07:49:18,0,0,0,"no",0,0,0,45.317,737,"HTML","0",0,"0",28,"small"
"Not Spam","0","1",0,"0",2012-03-15 09:20:32,0,0,4,"no",1,0,0,8.655,198,"HTML","0",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-15 10:11:19,0,0,20,"no",1,0,0,25.644,482,"HTML","0",0,"0",26,"small"
"Not Spam","1","1",0,"0",2012-03-15 12:28:29,0,0,0,"no",0,0,0,24.992,417,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"1",2012-03-15 08:48:19,0,0,0,"no",0,0,0,1.448,32,"HTML","1",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-15 08:37:04,0,0,0,"no",0,0,0,4.199,86,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-15 06:24:10,0,0,64,"no",0,0,0,81.058,1868,"HTML","0",1,"0",0,"big"
"Not Spam","0","1",0,"0",2012-03-15 08:20:02,0,0,0,"no",0,0,0,3.053,78,"Text","0",0,"0",2,"small"
"Not Spam","0","1",0,"0",2012-03-15 06:33:41,0,0,2,"yes",0,0,0,31.421,525,"HTML","0",0,"0",2,"big"
"Not Spam","0","1",0,"0",2012-03-15 09:34:37,0,0,0,"no",0,0,0,5.005,118,"HTML","0",0,"0",2,"small"
"Not Spam","0","1",3,"0",2012-03-15 06:49:12,0,0,64,"no",0,0,0,84.387,2014,"HTML","1",1,"0",6,"big"
"Not Spam","1","1",0,"0",2012-03-15 13:46:21,0,0,0,"no",0,0,0,7.182,228,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"0",2012-03-15 09:54:03,0,0,0,"no",0,0,0,2.368,55,"HTML","0",0,"0",2,"big"
"Not Spam","1","1",0,"0",2012-03-15 10:01:37,0,0,0,"no",0,0,0,6.848,108,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-15 14:07:14,0,0,0,"no",0,0,0,0.781,17,"Text","0",0,"0",0,"small"
"Not Spam","1","1",0,"0",2012-03-15 10:13:26,1,1,1,"no",0,0,0,11.434,154,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-15 14:30:24,0,0,0,"no",0,0,0,22.518,596,"HTML","0",0,"0",17,"big"
"Not Spam","0","1",0,"0",2012-03-15 10:58:53,0,0,0,"no",0,0,0,2.199,48,"HTML","0",0,"0",2,"small"
"Not Spam","1","1",0,"0",2012-03-15 11:07:27,1,2,0,"no",0,0,0,10.272,248,"HTML","0",0,"0",8,"small"
"Not Spam","0","1",0,"1",2012-03-15 08:16:22,0,0,0,"no",0,0,0,6.113,159,"HTML","1",0,"0",6,"small"
"Not Spam","0","1",0,"0",2012-03-15 15:17:50,0,0,0,"no",0,0,0,0.73,16,"Text","0",0,"0",1,"small"
"Not Spam","0","1",2,"0",2012-03-15 16:33:33,0,0,0,"no",0,0,0,0.357,13,"Text","0",0,"0",0,"small"
"Not Spam","0","1",0,"0",2012-03-15 16:33:33,0,0,0,"no",0,0,0,2.569,67,"Text","1",0,"0",2,"small"
"Not Spam","0","1",0,"1",2012-03-15 12:07:09,0,0,0,"no",0,0,0,1.811,27,"Text","1",0,"0",3,"none"
"Not Spam","0","1",0,"0",2012-03-15 12:07:09,0,0,0,"no",0,0,0,3.06,87,"Text","1",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-03-15 16:16:43,0,0,1,"no",0,0,0,2.061,18,"HTML","0",0,"0",0,"small"
"Not Spam","0","1",1,"0",2012-03-15 16:20:50,0,0,0,"no",0,0,0,15.469,409,"HTML","0",0,"0",5,"small"
"Not Spam","0","1",0,"0",2012-03-15 12:32:44,0,0,0,"no",0,0,0,0.525,16,"Text","1",0,"0",3,"small"
"Not Spam","0","1",0,"0",2012-03-15 10:04:49,0,0,0,"no",0,0,0,8.391,206,"HTML","1",0,"0",4,"big"
"Not Spam","0","1",0,"0",2012-03-15 13:14:21,0,0,0,"no",0,0,0,25.981,649,"HTML","0",0,"0",1,"small"
"Not Spam","1","1",0,"0",2012-03-15 10:21:48,0,0,0,"no",0,0,0,13.526,273,"HTML","1",0,"0",9,"big"
"Not Spam","0","1",0,"0",2012-03-15 13:51:35,0,0,1,"no",0,0,0,26.624,659,"HTML","0",0,"0",1,"small"
"Not Spam","0","1",0,"0",2012-03-15 13:51:48,0,0,2,"no",0,0,0,8.334,135,"HTML","0",1,"0",8,"small"
"Not Spam","1","1",0,"0",2012-03-15 14:36:53,0,0,0,"no",0,0,0,54.598,750,"Text","0",0,"0",0,"none"
